pair,vowel,pair_member,response,n_villages,r2,overall_f,overall_p,nonlinearity_f,nonlinearity_p
ɑː->æː,ɑː,first,first_x,76,0.18744111906507888,5.536321075447322,0.0017775823819379474,6.8960155134199095,0.00181919684578679
ɑː->æː,ɑː,first,first_y,76,0.0541083873276299,1.3728859400647924,0.25795578652916745,2.051806214542259,0.1359502713214023
ɑː->æː,æː,second,second_x,76,0.08695687480996717,2.2857244503153673,0.08599500125228556,2.75416756347908,0.07037641986140893
ɑː->æː,æː,second,second_y,76,0.10480675310511733,2.8098537195714357,0.04547624408086495,4.071980296924654,0.02111645651933836
