region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg
North,238.70508838783996,34.86927063638478,10.370236681728514,33.618957441557825,-0.19674996132519595,10.640699685623774,-96.74801032004304
Centre,114.57844242616318,37.85567403996838,1.8718452278192212,43.10096016324582,0.951511933288117,5.325414527346149,-9.951767558335392
South,42.96691590981119,15.364028057439457,0.4132113179262089,23.380117222773148,-8.564049750939544,12.035318932423555,-48.237294411734425
