method,space,vowel,display_x,display_y
pca,pca,uː,34.719832952034174,4.801138133461132
pca,pca,oː,35.374755445439845,-2.743571608046594
pca,pca,ɑː,17.457402845183793,-23.291847744278712
pca,pca,æː,-27.60365070921225,-9.488908905917235
pca,pca,eː,-15.880902119206898,11.663802587807028
pca,pca,yː,-7.5236299202473145,21.657605452854366
pca,pca,ʉ̟ː,-0.0309647136704726,14.730924846516887
pca,pca,øː,-12.544234940664595,-5.344148339141695
