region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,216.0782122905028,-31.20862309379243,-10.821931553637292,-21.532769955979287,8.367021061833114,21.490417316173666,63.24089402913449,æː->eː,æː,eː
Centre,397.1787709497207,-24.524283556548564,-7.183145295377933,-11.398133843235556,15.110390337236634,25.87078540166422,59.51096542439377,æː->eː,æː,eː
South,507.72067039106145,-29.849791165388385,-11.20757893747421,-21.317606195753775,8.4310091528626,21.411966806857738,66.51697183575301,æː->eː,æː,eː
