village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
ankarsrum,149.0,456.0,456.0,,9.638780934077646,-27.448193181385058,-40.712106833311346,-11.175694266923522
anundsjo,182.0,230.0,230.0,,18.86349300016275,-16.74136516399294,-40.79761202285508,-4.196174378846713
are,89.0,227.0,227.0,,12.403472261213572,-20.46431692709949,-28.95265968581139,-5.212907824054554
arjeplog,171.0,122.0,122.0,,11.8297495998834,-21.30909752571433,-29.875680941309724,-14.34348862117534
arstad,70.0,485.0,485.0,,40.231657543845934,-16.72605271764597,-24.477826586691993,-10.115609905940211
arsunda,156.0,343.0,343.0,,20.76135636032688,-23.61311915041841,-23.49790178912792,-15.267256620874605
asby,125.0,446.0,446.0,,24.497924585194752,-25.9884984082681,-27.6534025880783,-11.620245589006359
aspas,112.0,229.0,229.0,,25.345591517992304,-16.724293959997624,-30.520317362339497,-18.768227990069597
bara,79.0,539.0,539.0,,21.13657842354451,-16.691365288018908,-22.969452155500946,-17.062555825809167
bengtsf,62.0,401.0,401.0,,33.31311742722859,-20.39757409924328,-33.65347135785677,0.8689288548718055
berg,112.0,252.0,252.0,,17.66114221039085,-25.431083929776236,-40.362608114000324,-16.139646400907637
bjurholm,197.0,211.0,211.0,,17.457402845183793,-26.828653943894462,-28.00780888638467,-10.769122519484158
boda,163.0,475.0,475.0,,5.257645742597827,-27.428707140317588,-39.97722335753723,-20.367575660645258
bredsattra,158.0,489.0,489.0,,-1.482230142609252,-26.866999143624312,-41.00438639829569,-16.791216166625507
broby,99.0,510.0,510.0,,4.813369685981286,-20.370686115971715,-38.76928206570189,-4.639831561734861
burseryd,84.0,478.0,478.0,,32.48270180799597,-24.184365300939465,-19.45801292054148,-14.281354165196579
burtrask,222.0,177.0,177.0,,-13.988482639322195,-27.03007166600409,-30.393977246756577,-13.88081007873684
dalby,82.0,336.0,336.0,,15.587748310882247,-24.258373628431094,-33.234739265781386,-5.488303086271874
floby,85.0,439.0,439.0,,33.492772120516264,-20.52818106569123,-28.030552591817226,-3.851508875846866
frandef,63.0,423.0,423.0,,11.75821375829255,-24.694263037620285,-35.49864876663895,-11.432613759889719
frillesas,58.0,470.0,470.0,,27.909057586924334,-20.31203806414839,-30.448936121205627,-17.04886530084613
grangarde,119.0,354.0,354.0,,4.200409716530432,-23.291847744278712,-36.24030774285737,-8.18571094278794
graso,189.0,350.0,350.0,,25.41526093203901,-16.74505854957518,-21.412051482550723,5.521458418974654
hammaro,90.0,391.0,391.0,,12.994633247969931,-30.221623284987807,-29.195705555060115,-14.891575356261749
hamneda,93.0,496.0,496.0,,9.700247023833827,-26.448302781751636,-29.885558651629427,-5.411301435266908
haraker,149.0,373.0,373.0,,25.980457279535056,-20.447551953498586,-6.1782502816127725,-19.493303204455867
jamshog,108.0,514.0,514.0,,-19.084700988069123,-23.75575283501134,-32.444468758783145,0.5820760225854726
jarnboas,117.0,378.0,378.0,,24.027996858444318,-27.684961263794968,-22.56437541809042,-7.517809210929986
jarsnas,113.0,452.0,452.0,,22.13298082632597,-22.752155094055738,-24.93851181534314,-9.6226488335248
karna,53.0,448.0,448.0,,10.841521240824623,-27.47073270412473,-38.15432944674172,-10.068589494476631
karsta,186.0,377.0,377.0,,29.667242015101138,-23.499093057841463,-10.229856094538908,2.257607164171036
korsberga,100.0,432.0,432.0,,16.786891546660552,-21.336595656826614,-32.28122877722618,-14.659282078305196
kramfors,173.0,248.0,248.0,,16.75702889345487,-21.112013161343263,-30.519269069215323,-9.055752098982142
lanna,161.0,393.0,393.0,,14.284457490147709,-26.741528433065977,-25.154959350801466,-23.901398483158502
leksand,120.0,335.0,335.0,,8.156729102031825,-26.50186350367727,-47.492590388401,-8.705040721383478
loderup,98.0,543.0,543.0,,5.325916070330679,-27.79441090467911,-30.617968183080315,-21.01547723766175
malung,96.0,337.0,337.0,,4.147855884733521,-24.89782396741145,-18.288305638372023,15.927442637114666
n_rorum,84.0,522.0,522.0,,10.776764707624118,-23.712339281256835,-26.997191399563494,-11.630593353193632
nora,160.0,357.0,357.0,,10.79804541447568,-20.94616277279968,-8.578036318501049,-6.368034273805968
nysatra,228.0,188.0,188.0,,0.6683586265187332,-27.574609002566635,-33.060362119135775,-17.321265620126663
ockelbo,156.0,328.0,328.0,,15.250116935703875,-24.432685870701818,-26.90467226564825,-13.513980410817789
orust,49.0,436.0,436.0,,29.68776707451188,-16.554812505565607,-10.067726460954853,-0.4711216890517886
ossjo,74.0,515.0,515.0,,35.8600371846541,-18.21818409313794,-15.322335076019359,-8.908056709498677
ostad,63.0,445.0,445.0,,11.599647247306809,-26.54813522717138,-30.462137114924825,-7.237313532423418
ovanaker,140.0,310.0,310.0,,34.030286996692574,-22.64619604641871,-28.03712606928942,-11.230329065120623
oxaback,71.0,468.0,468.0,,19.64197221199391,-25.03941688297474,-23.49953207763278,-12.195625999667868
pitea,233.0,141.0,141.0,,17.36949962832149,-24.180951875566027,-35.4205366518942,-13.786618914429818
ragunda,145.0,241.0,241.0,,11.881271617101135,-22.753646951790337,-42.56227963420311,-15.974604049489532
rimforsa,134.0,437.0,437.0,,17.082415707814285,-23.822408018107645,-31.155896057639975,-12.453883107811457
s_finnskoga,74.0,333.0,333.0,,37.637587371564926,-17.285508244040557,-26.35402076881551,4.693420257377118
s_mellosa,129.0,395.0,395.0,,36.127549772159874,-25.48264732098891,-8.430709476464973,-5.55243128407219
segerstad,153.0,510.0,510.0,,16.880484296125346,-22.33812246459928,-14.639279194759684,-13.588287250457912
skee,42.0,404.0,404.0,,47.75109102627776,-7.630480218350057,-3.4266444368089015,13.469496711520362
skinnskatteberg,135.0,371.0,371.0,,-3.245293500801677,-12.777243150136462,-10.365565346392184,-8.887378416727286
skog,157.0,317.0,317.0,,17.497986470486282,-25.71638795903073,-38.79899617650864,-7.936710984504711
skuttunge,171.0,364.0,364.0,,26.083801412915612,-20.412178133283035,-5.846631682212257,3.818006091735631
sorsele,166.0,143.0,143.0,,18.04325751250127,-31.126473024760006,-26.586110747467714,-20.788147634142764
sorunda,181.0,406.0,406.0,,36.02014153482069,-22.692734660917413,-7.989526863669626,-5.3346210107861
st_anna,157.0,436.0,436.0,,21.601196458339583,-25.03437789370829,-30.138171684053,-15.312932199719114
stenberga,128.0,474.0,474.0,,25.244904018106965,-25.154580552488305,-23.54364475643278,-6.704281908548517
storsjo,87.0,251.0,251.0,,17.479142424373187,-20.49365089249831,-27.67536185388929,-16.250201855799947
strom,132.0,211.0,211.0,,22.07297244029141,-21.682081757992584,-29.453725334053754,-8.210391216771422
tjallmo,128.0,416.0,416.0,,29.901886196737628,-18.747462909249855,-36.387642453606134,-8.528296004971637
torhamn,135.0,521.0,521.0,,11.557509530591625,-25.601710869194477,-29.074246470615048,1.0958814308522535
torp,145.0,265.0,265.0,,17.04224561237646,-28.355499926819736,-40.64749321961199,-7.8484883525174345
torsas,144.0,504.0,504.0,,7.287702585004018,-23.26779824002311,-30.988689715054633,-12.051432486056417
torso,95.0,414.0,414.0,,33.964022389791275,-15.046721320499326,-29.905025807489356,-7.105967426906911
v_vingaker,139.0,402.0,402.0,,40.163870636814366,-16.897775509505763,-20.47530207645748,-6.104307201182225
vackelsang,116.0,500.0,500.0,,10.386151315283687,-18.471971646265388,-48.64982525998106,-5.003625808679715
vaxtorp,78.0,504.0,504.0,,15.229158438664555,-24.700405202500114,-37.53942474941725,-18.372393143768406
vemdalen,102.0,266.0,266.0,,30.569444836088323,-15.001258618903062,-25.717870942548466,-5.801895378383751
viby,116.0,402.0,402.0,,16.29149552432698,-23.307182915162496,-33.76247510847939,-8.5291355975588
vilhelmina,152.0,178.0,178.0,,6.15300205549614,-23.059802175920947,-38.88572972875532,-8.964826788724515
villberga,166.0,379.0,379.0,,34.82658236501947,-18.307289961175577,-8.44528353431203,-6.335086546244291
