village,geo_x,geo_y,geographic_position,geographic_group,median_unwrapped_angle_deg,median_pair_distance,pair,first_vowel,second_vowel
grangarde,119.0,354.0,354.0,,-150.08460125858784,34.09319541925959,ʉ̟ː->øː,ʉ̟ː,øː
graso,189.0,350.0,350.0,,-121.0589487209688,36.92177137091281,ʉ̟ː->øː,ʉ̟ː,øː
hammaro,90.0,391.0,391.0,,-82.82025704506702,29.571720536805103,ʉ̟ː->øː,ʉ̟ː,øː
hamneda,93.0,496.0,496.0,,-136.30547684089322,20.065098939829312,ʉ̟ː->øː,ʉ̟ː,øː
haraker,149.0,373.0,373.0,,-133.23473918468306,24.205172882636024,ʉ̟ː->øː,ʉ̟ː,øː
jamshog,108.0,514.0,514.0,,-83.4947691839902,15.01033475826055,ʉ̟ː->øː,ʉ̟ː,øː
jarnboas,117.0,378.0,378.0,,-92.27769024574704,14.033374878218016,ʉ̟ː->øː,ʉ̟ː,øː
jarsnas,113.0,452.0,452.0,,-117.39846748426973,12.357563340263296,ʉ̟ː->øː,ʉ̟ː,øː
karna,53.0,448.0,448.0,,-87.01889306492393,26.667779853359,ʉ̟ː->øː,ʉ̟ː,øː
karsta,186.0,377.0,377.0,,-103.66491133847467,15.08900738829323,ʉ̟ː->øː,ʉ̟ː,øː
korsberga,100.0,432.0,432.0,,-136.1806813639386,20.963840567628147,ʉ̟ː->øː,ʉ̟ː,øː
kramfors,173.0,248.0,248.0,,-122.83483893597685,22.708298249992968,ʉ̟ː->øː,ʉ̟ː,øː
lanna,161.0,393.0,393.0,,-94.9641000326072,29.738774805880915,ʉ̟ː->øː,ʉ̟ː,øː
leksand,120.0,335.0,335.0,,-133.82771352854564,30.393773356781054,ʉ̟ː->øː,ʉ̟ː,øː
loderup,98.0,543.0,543.0,,-130.7385867137189,25.35862957445274,ʉ̟ː->øː,ʉ̟ː,øː
malung,96.0,337.0,337.0,,-163.47792128931496,32.97573482847978,ʉ̟ː->øː,ʉ̟ː,øː
n_rorum,84.0,522.0,522.0,,-117.25403112517034,22.084610246135433,ʉ̟ː->øː,ʉ̟ː,øː
nora,160.0,357.0,357.0,,-131.05398473462515,35.20485355023823,ʉ̟ː->øː,ʉ̟ː,øː
nysatra,228.0,188.0,188.0,,-109.14016808703232,19.73505068848623,ʉ̟ː->øː,ʉ̟ː,øː
ockelbo,156.0,328.0,328.0,,-138.44581913703425,34.2382197441889,ʉ̟ː->øː,ʉ̟ː,øː
orust,49.0,436.0,436.0,,-130.33144045204372,32.18462547913183,ʉ̟ː->øː,ʉ̟ː,øː
ossjo,74.0,515.0,515.0,,-138.2621053080699,25.220081288305316,ʉ̟ː->øː,ʉ̟ː,øː
ostad,63.0,445.0,445.0,,-112.28577224374018,28.314554401575307,ʉ̟ː->øː,ʉ̟ː,øː
ovanaker,140.0,310.0,310.0,,-129.49515015554775,31.723704553002403,ʉ̟ː->øː,ʉ̟ː,øː
oxaback,71.0,468.0,468.0,,-156.2796963010918,18.09502735036853,ʉ̟ː->øː,ʉ̟ː,øː
pitea,233.0,141.0,141.0,,-120.72939067657876,21.65301060852231,ʉ̟ː->øː,ʉ̟ː,øː
ragunda,145.0,241.0,241.0,,-79.33901469636302,28.468349776990777,ʉ̟ː->øː,ʉ̟ː,øː
rimforsa,134.0,437.0,437.0,,-71.58655142988891,28.699257161559025,ʉ̟ː->øː,ʉ̟ː,øː
s_finnskoga,74.0,333.0,333.0,,-129.28773295906376,39.42694318661741,ʉ̟ː->øː,ʉ̟ː,øː
s_mellosa,129.0,395.0,395.0,,-135.26847690629924,35.471436551074675,ʉ̟ː->øː,ʉ̟ː,øː
segerstad,153.0,510.0,510.0,,-132.01803766286724,18.224627530687375,ʉ̟ː->øː,ʉ̟ː,øː
skee,42.0,404.0,404.0,,-129.32197013977665,28.47513075268294,ʉ̟ː->øː,ʉ̟ː,øː
skinnskatteberg,135.0,371.0,371.0,,-125.122453911261,29.666980414665172,ʉ̟ː->øː,ʉ̟ː,øː
skog,157.0,317.0,317.0,,-117.64938200862426,25.965550584271284,ʉ̟ː->øː,ʉ̟ː,øː
skuttunge,171.0,364.0,364.0,,-124.62594010486366,39.218498189680126,ʉ̟ː->øː,ʉ̟ː,øː
sorsele,166.0,143.0,143.0,,-133.49027936635537,28.37596557732249,ʉ̟ː->øː,ʉ̟ː,øː
sorunda,181.0,406.0,406.0,,-109.94398128479493,29.254181663543925,ʉ̟ː->øː,ʉ̟ː,øː
st_anna,157.0,436.0,436.0,,-92.9355167429747,32.56748813342463,ʉ̟ː->øː,ʉ̟ː,øː
stenberga,128.0,474.0,474.0,,-150.0674272043283,21.04792441212978,ʉ̟ː->øː,ʉ̟ː,øː
storsjo,87.0,251.0,251.0,,-46.63320632125934,24.745703116505318,ʉ̟ː->øː,ʉ̟ː,øː
strom,132.0,211.0,211.0,,-85.37434252089312,28.083764417458056,ʉ̟ː->øː,ʉ̟ː,øː
tjallmo,128.0,416.0,416.0,,-89.55450742238008,29.04181777377631,ʉ̟ː->øː,ʉ̟ː,øː
torhamn,135.0,521.0,521.0,,-126.25651315499115,31.899117268904725,ʉ̟ː->øː,ʉ̟ː,øː
torp,145.0,265.0,265.0,,-132.62451486688312,38.5871346955262,ʉ̟ː->øː,ʉ̟ː,øː
torsas,144.0,504.0,504.0,,-122.79276503714968,20.188853103833907,ʉ̟ː->øː,ʉ̟ː,øː
torso,95.0,414.0,414.0,,-139.53890931648138,17.77564599852516,ʉ̟ː->øː,ʉ̟ː,øː
v_vingaker,139.0,402.0,402.0,,-101.89390418012763,27.10364192876986,ʉ̟ː->øː,ʉ̟ː,øː
vackelsang,116.0,500.0,500.0,,-174.41533559073312,12.823069337420899,ʉ̟ː->øː,ʉ̟ː,øː
vaxtorp,78.0,504.0,504.0,,-107.27783701309224,19.677641970762938,ʉ̟ː->øː,ʉ̟ː,øː
vemdalen,102.0,266.0,266.0,,-133.52180319357615,29.195926435758764,ʉ̟ː->øː,ʉ̟ː,øː
viby,116.0,402.0,402.0,,-106.01006844355067,26.83304557267305,ʉ̟ː->øː,ʉ̟ː,øː
vilhelmina,152.0,178.0,178.0,,-151.14768407197508,21.026200065870857,ʉ̟ː->øː,ʉ̟ː,øː
villberga,166.0,379.0,379.0,,-127.31844091381211,32.04669862522775,ʉ̟ː->øː,ʉ̟ː,øː
