village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
nysatra,228.0,188.0,188.0,,1.6213674120701738,18.87333774705235,-17.407013425093332,-2.9886979915962684
ockelbo,156.0,328.0,328.0,,9.736742979207893,17.367225699285797,-20.40741642763887,-9.58047172210027
orust,49.0,436.0,436.0,,18.208442955436848,22.30174098980641,0.6569029889384428,2.7626669543423246
ossjo,74.0,515.0,515.0,,35.28564644471833,22.22453271202854,16.95866962824784,4.8989902686508735
ostad,63.0,445.0,445.0,,-10.579349881663717,18.32639143473638,-21.218984209418366,-7.765583975941338
ovanaker,140.0,310.0,310.0,,0.8433294060900216,16.9884140826722,-20.021215330942574,-8.3266681662276
oxaback,71.0,468.0,468.0,,5.3636447672646845,8.499807707800553,-23.13745303184698,3.7333342558527405
pitea,233.0,141.0,141.0,,-23.20563793919644,15.004261332871911,-34.97278926257959,-3.176462553110706
ragunda,145.0,241.0,241.0,,-22.713526269015674,8.002320486392595,-18.34859416802518,-18.068588692635153
rimforsa,134.0,437.0,437.0,,-8.698944930749136,7.786768125128715,-12.600529374663918,-19.987468743378066
s_finnskoga,74.0,333.0,333.0,,6.891838764892993,24.390932907736236,-1.505593261104992,-3.4418615732179267
s_mellosa,129.0,395.0,395.0,,19.551519360000835,12.231329495719802,-5.64782799602656,-12.732959074699975
segerstad,153.0,510.0,510.0,,4.461882137702985,15.132935503784985,-7.551281482744536,2.642550105601144
skee,42.0,404.0,404.0,,35.971640911219964,35.11123695161162,16.77660910820856,12.339636947405374
skinnskatteberg,135.0,371.0,371.0,,18.072105019141397,18.62615246059803,-0.7594183454985051,-3.1418513028217934
skog,157.0,317.0,317.0,,-6.917926039960386,15.238658457660701,-22.58574072209055,-5.924460227177294
skuttunge,171.0,364.0,364.0,,22.376140113730948,26.721620891407262,-0.17195527746851047,-5.20178855571403
sorsele,166.0,143.0,143.0,,-3.214716333805148,16.475726756095504,-22.155358679930572,-4.546678965590459
sorunda,181.0,406.0,406.0,,8.775019236495615,17.293878008246676,-1.7584206504672308,-8.965512135909263
st_anna,157.0,436.0,436.0,,-6.413535481074682,9.350759440338042,-10.72021466919984,-23.62487899568297
stenberga,128.0,474.0,474.0,,1.3673117955947134,11.134126170012085,-15.26411487901018,0.6316224877156409
storsjo,87.0,251.0,251.0,,-19.786628230321462,10.827703790521028,-0.23753747006901327,-11.491335924676417
strom,132.0,211.0,211.0,,1.9144664507423723,20.108852489430667,11.59134451114316,-7.07728998396492
tjallmo,128.0,416.0,416.0,,-9.331666399331358,14.3548547516265,-18.99261442883379,-19.78320897158749
torhamn,135.0,521.0,521.0,,4.759374009263132,20.689160513725184,-17.446925868306735,-1.1285218628098441
torp,145.0,265.0,265.0,,-7.659543073726571,15.85191546420879,-33.34075701001201,-12.299237045213534
torsas,144.0,504.0,504.0,,-10.449370683135704,18.822723840822448,-20.30358268431467,4.559116861168186
torso,95.0,414.0,414.0,,-2.6536709836195382,14.171958756203495,-16.17821485001484,2.6367819534478114
v_vingaker,139.0,402.0,402.0,,2.1979899552007147,17.648925217792666,8.00002270569979,-9.363511869744201
vackelsang,116.0,500.0,500.0,,-12.283199925103347,6.637004296752864,-33.03747662719485,9.789965296065024
vaxtorp,78.0,504.0,504.0,,-23.790286612843794,10.072256182050907,-32.76943784369347,-8.717447105617207
vemdalen,102.0,266.0,266.0,,22.361954087329373,15.46993157730408,6.420777067701351,-0.9445902603804563
viby,116.0,402.0,402.0,,-14.764703333953317,6.887364528797208,-23.389438487460406,-17.489511234577346
vilhelmina,152.0,178.0,178.0,,-14.408492998105249,17.86524572762808,-32.8246358421575,7.718976858852192
villberga,166.0,379.0,379.0,,23.41275069722581,19.01289872634296,1.8604021961041832,-7.067342461212692
