region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,216.0782122905028,32.709352084133705,9.801857335336628,28.396148625036428,-2.248215295815278,12.798748942596106,-109.69432207296926,uː->oː,uː,oː
Centre,397.1787709497207,39.523224393895795,4.031805057316134,43.52972072895224,1.9775600520510057,4.502436609712286,-27.145509034740847,uː->oː,uː,oː
South,507.72067039106145,11.853275040626933,0.33908191360593776,20.27634736767316,-9.935204772594494,13.28567327375197,-50.65439258381937,uː->oː,uː,oː
