village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
ankarsrum,149.0,456.0,456.0,,29.50383620158264,-6.960713435129646,32.5657438860615,-1.504046519642673
anundsjo,182.0,230.0,230.0,,25.338736881880973,10.493914736805877,23.81757694194195,3.496010869381644
are,89.0,227.0,227.0,,41.708593747776135,15.792018648379251,34.5122513788355,5.200161474856124
arjeplog,171.0,122.0,122.0,,34.52817996837429,12.589482153410241,22.630317622723133,-5.768774195715241
arstad,70.0,485.0,485.0,,15.402558899042567,-3.281562591516348,38.08555690402856,4.447318530495638
arsunda,156.0,343.0,343.0,,36.230527643527644,3.249144902531346,30.05594182214358,-8.317480854779795
asby,125.0,446.0,446.0,,22.81528913748818,-10.158216376445466,40.566295323884,-5.398027520025822
aspas,112.0,229.0,229.0,,40.18403485422659,14.656592132403581,39.53616729748386,4.050462112080998
bara,79.0,539.0,539.0,,-1.273451386651181,-2.6412322829601718,8.843212787613357,-15.132030818428893
bengtsf,62.0,401.0,401.0,,45.13363992941399,9.700645774834262,42.596614405270515,1.9401190127136558
berg,112.0,252.0,252.0,,35.57449094215052,13.346300048233049,29.01600536659472,-4.7587462640727685
bjurholm,197.0,211.0,211.0,,23.189764112519384,1.0932472870448082,25.02937508843414,-5.4833207857155895
boda,163.0,475.0,475.0,,25.34531570693409,-3.0429093740554753,32.4057816981555,-4.491699530432525
bredsattra,158.0,489.0,489.0,,22.03310248899902,-3.0363657912238877,24.96945550602137,-6.031315495854132
broby,99.0,510.0,510.0,,-5.4730691461089584,10.995729431118818,28.70870388311971,-5.757506277396631
burseryd,84.0,478.0,478.0,,36.74575106701318,3.1037164051927935,38.32031824029826,-5.63852963725275
burtrask,222.0,177.0,177.0,,39.15224401462448,1.4683699964804622,43.82743088349606,-5.868450917376178
dalby,82.0,336.0,336.0,,34.97524030471564,10.005214824505932,32.037475399286436,-0.8911721235113363
floby,85.0,439.0,439.0,,45.359456269932345,10.364129684236428,42.8792067748367,6.592125748432345
frandef,63.0,423.0,423.0,,28.87331799827915,-0.44420918483122707,42.978754288346764,2.7837114460014316
frillesas,58.0,470.0,470.0,,28.578688415908,-0.913076239408322,32.37600766319377,-3.214552809679377
grangarde,119.0,354.0,354.0,,29.72666487168666,2.856553401470155,17.759728544849537,-5.20844663542471
graso,189.0,350.0,350.0,,48.47636576190363,10.657486237592765,46.0172664031241,6.204324702036193
hammaro,90.0,391.0,391.0,,30.81984143044304,-5.637637324396296,32.05542825154059,-3.1954576112500375
hamneda,93.0,496.0,496.0,,19.34133530836056,-10.233403339298253,19.790187952085923,-16.34319492071947
haraker,149.0,373.0,373.0,,39.20053676278897,9.325695952342638,36.80677371071353,-4.619232509579655
jamshog,108.0,514.0,514.0,,5.801250588955458,2.6656206969117093,5.2187427101265484,-18.98255146315134
jarnboas,117.0,378.0,378.0,,39.7896673251317,-5.626185900590753,51.491922953784844,5.670197965194344
jarsnas,113.0,452.0,452.0,,36.399013069809904,0.6389354245475415,43.8580147409311,-0.6801156812134712
karna,53.0,448.0,448.0,,25.866741937274995,-6.841883649185847,25.637469625293676,-14.016519124591436
karsta,186.0,377.0,377.0,,53.93405983844772,12.893610968897745,53.8099785390055,8.891436978948263
korsberga,100.0,432.0,432.0,,37.72212298970408,6.056294291950557,30.037267398930275,-1.2513484296781017
kramfors,173.0,248.0,248.0,,41.95855188722412,3.8097587282849004,25.968489169134703,-4.4388175596933594
lanna,161.0,393.0,393.0,,30.869234337917415,8.071016914000015,34.07135748132548,2.7282246779745285
leksand,120.0,335.0,335.0,,21.299780725808425,-1.2394332668229697,16.874052592531804,-6.499860124144526
loderup,98.0,543.0,543.0,,-29.07614817860749,3.8009840563108,-16.275000986397007,-19.94753823971587
malung,96.0,337.0,337.0,,28.25722349291396,21.710948642014987,35.67715841263497,-1.3295269549928792
n_rorum,84.0,522.0,522.0,,-4.791551896208371,6.9418983299591535,0.02205609216922655,-7.951219508159752
nora,160.0,357.0,357.0,,8.827589212766071,8.525475986606203,50.33927763166645,2.0356110830281344
nysatra,228.0,188.0,188.0,,39.33410483113765,7.706364132844092,27.729332089550972,-2.834877067949124
ockelbo,156.0,328.0,328.0,,41.05254505614839,9.914459854222967,38.63737104035317,-2.743571608046594
orust,49.0,436.0,436.0,,46.893607028354836,3.4467909950134583,53.589948139925085,-0.3373094506953396
ossjo,74.0,515.0,515.0,,26.71202109233542,11.652235147037942,36.67702699819155,-9.8608081044223
ostad,63.0,445.0,445.0,,22.643016880110224,-2.4249570551422686,30.924304571702255,-7.453184819415581
ovanaker,140.0,310.0,310.0,,38.49172230353276,13.995491978381793,35.03399240642391,-0.7687291150372786
oxaback,71.0,468.0,468.0,,40.081461870868544,4.299280268743787,35.374755445439845,-5.724304673860077
pitea,233.0,141.0,141.0,,23.52983148148059,8.69013434173228,28.87967830962692,-3.174462192385372
ragunda,145.0,241.0,241.0,,19.46839997630093,2.6633368444189482,25.634429909099552,-2.37078469510504
rimforsa,134.0,437.0,437.0,,23.114604050206772,-12.507588302716538,42.81430691748906,-1.5376397694416304
s_finnskoga,74.0,333.0,333.0,,52.10510780901302,11.781844966770695,48.76962936554044,5.084795861957424
s_mellosa,129.0,395.0,395.0,,36.052587256786545,-5.749484606496095,51.43472672913339,4.345444536824795
segerstad,153.0,510.0,510.0,,38.02087643817904,-3.3543663082732684,45.80616730286763,-9.271479233495747
skee,42.0,404.0,404.0,,70.41102627250642,25.92432026556335,61.829798794362645,16.1562519730372
skinnskatteberg,135.0,371.0,371.0,,16.68044456057765,10.215876546815718,42.83090810467257,-1.8802770052978746
skog,157.0,317.0,317.0,,35.30175242823874,4.5250614479119795,33.42413041512093,-3.733872768943862
skuttunge,171.0,364.0,364.0,,58.84033162375752,9.197812038741382,57.187776958648556,2.0458609127897223
sorsele,166.0,143.0,143.0,,38.41086920612879,0.9138633480436451,25.619900235791704,-7.709818210804495
sorunda,181.0,406.0,406.0,,43.82781016585533,5.136477574190183,49.35951551310206,5.475637166640566
st_anna,157.0,436.0,436.0,,33.036532258698216,-6.004950768949939,41.98377227069123,-1.9099585504965844
stenberga,128.0,474.0,474.0,,30.472651579642847,0.18836567083997874,36.89447316953925,-5.57684141144993
storsjo,87.0,251.0,251.0,,37.20830781061616,9.868156205339183,21.438574208174984,-3.256642135036437
strom,132.0,211.0,211.0,,34.49109875716438,6.286144795476796,30.49491085425597,0.6852987443795693
tjallmo,128.0,416.0,416.0,,35.75251969818292,2.6932413344956903,41.91233106704021,7.435818176850363
torhamn,135.0,521.0,521.0,,28.23249036598316,2.1060359191739693,25.678976631398914,-6.864918122837198
torp,145.0,265.0,265.0,,35.79162936160657,11.77787845133441,32.89730514870079,-2.071173788384109
torsas,144.0,504.0,504.0,,11.957808340468006,1.976513229726883,23.960640345438655,-7.6782756923765465
torso,95.0,414.0,414.0,,41.72456535156816,15.446033628656544,36.562441760278844,11.372537556170446
