region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,216.0782122905028,14.145000625996222,-22.962435913637044,-31.20862309379243,-10.821931553637292,46.950431634132485,165.01410095078316,ɑː->æː,ɑː,æː
Centre,397.1787709497207,23.71795924076151,-22.09475502450025,-24.524283556548564,-7.183145295377933,50.494258038199455,162.82369413504273,ɑː->æː,ɑː,æː
South,507.72067039106145,13.418557184206847,-23.006843600146773,-29.849791165388385,-11.20757893747421,44.8483290154908,164.74635291038217,ɑː->æː,ɑː,æː
