village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
ankarsrum,149.0,456.0,456.0,,32.5657438860615,-1.504046519642673,9.638780934077646,-27.448193181385058
anundsjo,182.0,230.0,230.0,,23.81757694194195,3.496010869381644,18.86349300016275,-16.74136516399294
are,89.0,227.0,227.0,,34.5122513788355,5.200161474856124,12.403472261213572,-20.46431692709949
arjeplog,171.0,122.0,122.0,,22.630317622723133,-5.768774195715241,11.8297495998834,-21.30909752571433
arstad,70.0,485.0,485.0,,38.08555690402856,4.447318530495638,40.231657543845934,-16.72605271764597
arsunda,156.0,343.0,343.0,,30.05594182214358,-8.317480854779795,20.76135636032688,-23.61311915041841
asby,125.0,446.0,446.0,,40.566295323884,-5.398027520025822,24.497924585194752,-25.9884984082681
aspas,112.0,229.0,229.0,,39.53616729748386,4.050462112080998,25.345591517992304,-16.724293959997624
bara,79.0,539.0,539.0,,8.843212787613357,-15.132030818428893,21.13657842354451,-16.691365288018908
bengtsf,62.0,401.0,401.0,,42.596614405270515,1.9401190127136558,33.31311742722859,-20.39757409924328
berg,112.0,252.0,252.0,,29.01600536659472,-4.7587462640727685,17.66114221039085,-25.431083929776236
bjurholm,197.0,211.0,211.0,,25.02937508843414,-5.4833207857155895,17.457402845183793,-26.828653943894462
boda,163.0,475.0,475.0,,32.4057816981555,-4.491699530432525,5.257645742597827,-27.428707140317588
bredsattra,158.0,489.0,489.0,,24.96945550602137,-6.031315495854132,-1.482230142609252,-26.866999143624312
broby,99.0,510.0,510.0,,28.70870388311971,-5.757506277396631,4.813369685981286,-20.370686115971715
burseryd,84.0,478.0,478.0,,38.32031824029826,-5.63852963725275,32.48270180799597,-24.184365300939465
burtrask,222.0,177.0,177.0,,43.82743088349606,-5.868450917376178,-13.988482639322195,-27.03007166600409
dalby,82.0,336.0,336.0,,32.037475399286436,-0.8911721235113363,15.587748310882247,-24.258373628431094
floby,85.0,439.0,439.0,,42.8792067748367,6.592125748432345,33.492772120516264,-20.52818106569123
frandef,63.0,423.0,423.0,,42.978754288346764,2.7837114460014316,11.75821375829255,-24.694263037620285
frillesas,58.0,470.0,470.0,,32.37600766319377,-3.214552809679377,27.909057586924334,-20.31203806414839
grangarde,119.0,354.0,354.0,,17.759728544849537,-5.20844663542471,4.200409716530432,-23.291847744278712
graso,189.0,350.0,350.0,,46.0172664031241,6.204324702036193,25.41526093203901,-16.74505854957518
hammaro,90.0,391.0,391.0,,32.05542825154059,-3.1954576112500375,12.994633247969931,-30.221623284987807
hamneda,93.0,496.0,496.0,,19.790187952085923,-16.34319492071947,9.700247023833827,-26.448302781751636
