pair,village,geo_x,geo_y,n_observations,first_endpoint,second_endpoint,midpoint,separation_change
uː->oː,oxaback,71.0,468.0,3,0.674012755049953,4.173950089103543,1.805385820535021,0.9696299315601795
uː->oː,pitea,233.0,141.0,3,-5.5499969998544785,-0.44276674454095083,-2.9963818721977145,5.107230255313526
uː->oː,ragunda,145.0,241.0,3,0.7790736774936483,-1.2137366972346049,-0.2789132826077243,3.267724886880199
uː->oː,rimforsa,134.0,437.0,3,16.927208016619854,-1.5967474254311225,7.46709189891791,-16.520485438823872
uː->oː,s_finnskoga,74.0,333.0,3,-5.451070008478486,-6.640646060172158,-5.594797788646247,0.6244648874461856
uː->oː,s_mellosa,129.0,395.0,3,10.852131750124583,-5.67358621447827,2.476383129150913,-16.29993868725837
uː->oː,saltvik,221.0,350.0,3,-13.396389923593013,-0.9211517858765282,-7.158770854734771,12.475238137716484
uː->oː,segerstad,153.0,510.0,3,7.4142860422181665,7.405562979692773,7.71736849159625,0.6061648987561661
uː->oː,skee,42.0,404.0,3,-17.95745979696109,-16.914960471566193,-13.527667916163399,-0.05251120626029859
uː->oː,skinnskatteberg,135.0,371.0,2,-6.954504387015584,-0.21524989994592447,-3.5848771434807536,6.739254487069658
uː->oː,skog,157.0,317.0,3,0.32536695961145,0.8179003921946121,0.5716336759030314,1.1340737559335885
uː->oː,skuttunge,171.0,364.0,2,-2.294253736868594,-2.8850922543291815,-2.589672995598888,-0.5908385174605879
uː->oː,sorsele,166.0,143.0,4,3.5143189303815734,3.9711921976222677,2.4118925132917597,2.609442877336842
uː->oː,sorunda,181.0,406.0,2,0.4535776153131632,-6.979009562160385,-3.26271597342361,-7.432587177473548
uː->oː,sproge,190.0,475.0,1,10.116421475582182,-2.030083026247224,4.043169224667479,-12.146504501829405
uː->oː,st_anna,157.0,436.0,4,11.00589775852357,-0.6315441605881629,4.4917216017950405,-10.880659472116541
