village,speaker,first_vowel,second_vowel,geo_x,geo_y,first_x,first_y,second_x,second_y,pair_dx,pair_dy,pair_length,directed_angle_from_horizontal_deg,geo_position,geographic_group
ankarsrum,ym_1,æː,eː,149.0,456.0,-47.726695708000804,-5.181892908915577,-36.87581621837533,19.817595024980736,10.850879489625477,24.99948793389631,27.252816050004853,66.53703171622627,94.43409687486621,Centre
ankarsrum,ym_2,æː,eː,149.0,456.0,-33.975100916373215,-11.175694266923522,-23.899312138055496,13.230872811472214,10.075788778317719,24.406567078395735,26.404583618332325,67.56764468066264,94.43409687486621,Centre
ankarsrum,ym_3,æː,eː,149.0,456.0,-40.712106833311346,-18.023809400478726,-31.965277009092084,5.057557165149811,8.746829824219262,23.081366565628535,24.683122057607832,69.2454800025284,94.43409687486621,Centre
anundsjo,ym_1,æː,eː,182.0,230.0,-40.92813004515429,-4.196174378846713,-43.43218181519696,9.769989799026089,-2.504051770042672,13.966164177872802,14.188869479643236,100.1647968203687,322.74929689041943,North
anundsjo,ym_2,æː,eː,182.0,230.0,-23.970562498090707,-9.550769473781937,-17.1704444583685,11.73877126460596,6.800118039722207,21.2895407383879,22.34918679070076,72.285935007145,322.74929689041943,North
anundsjo,ym_3,æː,eː,182.0,230.0,-40.79761202285508,-0.5995298413513324,-28.72551635169172,15.353687988240456,12.072095671163357,15.953217829591788,20.006015420671012,52.88453172783046,322.74929689041943,North
are,ym_1,æː,eː,89.0,227.0,-28.95265968581139,-5.212907824054554,-23.682886587786193,-3.0324226790487256,5.2697730980251976,2.1804851450058282,5.703071450741361,22.478407501826638,309.8163893481515,North
are,ym_2,æː,eː,89.0,227.0,-22.42798023501272,10.611007893570019,-31.278249306897855,12.285210907024789,-8.850269071885137,1.67420301345477,9.007231448954093,169.28795336639914,309.8163893481515,North
are,ym_3,æː,eː,89.0,227.0,-34.80574400706652,-10.522347257441695,-26.303134039985878,7.4117966981101775,8.502609967080645,17.93414395555187,19.847616876359663,64.63428565618554,309.8163893481515,North
arjeplog,ym_1,æː,eː,171.0,122.0,-32.69690667741264,-4.81405055602633,-31.88214351399253,13.09209309924518,0.8147631634201105,17.90614365527151,17.9246706975522,87.39473144190447,427.2821082142336,North
arjeplog,ym_2,æː,eː,171.0,122.0,-27.613285947805927,-14.34348862117534,-20.506319472824387,11.932038956109228,7.10696647498154,26.275527577284567,27.219704663003846,74.86487233764682,427.2821082142336,North
arjeplog,ym_3,æː,eː,171.0,122.0,-29.875680941309724,-14.916928532380819,-8.255347860489888,2.4132188489152293,21.620333080819837,17.330147381296047,27.708713625555315,38.71451483361063,427.2821082142336,North
arstad,ym_1,æː,eː,70.0,485.0,-24.477826586691993,-10.115609905940211,-9.731341640147047,8.468744692260556,14.746484946544946,18.58435459820077,23.72418711168715,51.568378975192076,52.36353118905221,South
arstad,ym_2,æː,eː,70.0,485.0,-41.04254779802032,-16.950520919515842,-17.383092689108967,2.703771083596302,23.659455108911356,19.654292003112143,30.75810478872503,39.716960704814355,52.36353118905221,South
arstad,ym_3,æː,eː,70.0,485.0,-7.55016507535827,-9.106322386147847,-14.553823538636475,12.022234755878232,-7.003658463278206,21.12855714202608,22.259091598133775,108.33923926164792,52.36353118905221,South
arsunda,ym_1,æː,eː,156.0,343.0,-22.751998669566795,-15.267256620874605,-13.113352384808481,8.295335849043468,9.638646284758314,23.562592469918073,25.457793818517054,67.7522180284032,206.96864741095214,North
arsunda,ym_2,æː,eː,156.0,343.0,-29.03798329671088,-18.708863598807426,-25.62040583008239,0.5077429502273387,3.41757746662849,19.216606549034765,19.51814035713476,79.91566828822123,206.96864741095214,North
arsunda,ym_3,æː,eː,156.0,343.0,-23.49790178912792,-14.476079530757886,-14.574006086710707,6.3378413156756555,8.923895702417212,20.81392084643354,22.646306884550096,66.79293570876789,206.96864741095214,North
asby,ym_1,æː,eː,125.0,446.0,-40.738238147844086,-11.620245589006359,-32.052075712250726,3.828283717111868,8.68616243559336,15.448529306118227,17.723049274306803,60.65248950904977,100.186736530837,Centre
asby,ym_2,æː,eː,125.0,446.0,-26.55130007905894,-17.4066617240114,-7.103791458905875,10.445790900261507,19.447508620153066,27.852452624272907,33.97005605998163,55.07597385990233,100.186736530837,Centre
asby,ym_3,æː,eː,125.0,446.0,-27.6534025880783,3.5715850611287454,-29.821589082254924,15.745983009208192,-2.1681864941766236,12.174397948079447,12.36596126759788,100.09815679928002,100.186736530837,Centre
aspas,ym_1,æː,eː,112.0,229.0,-18.65040934106223,-2.7485549199584174,-17.415364558188436,6.096860788107032,1.2350447828737927,8.845415708065449,8.931221342246241,82.0514406126321,311.77528251009113,North
aspas,ym_2,æː,eː,112.0,229.0,-29.204779673100052,-18.381662869857742,-25.28538886044815,0.6025359368224031,3.9193908126519013,18.984198806680144,19.38456676518348,78.33487020083564,311.77528251009113,North
aspas,ym_3,æː,eː,112.0,229.0,-31.835855051578942,-19.154793110281453,-28.468624105407436,15.044748989940274,3.3672309461715066,34.19954210022173,34.36490832389479,84.37687486568655,311.77528251009113,North
bara,ym_1,æː,eː,79.0,539.0,-22.969452155500946,-20.798558006875638,-31.326531045637893,-5.095718507670638,-8.357078890136947,15.702839499205,17.788196533481557,118.02198683427008,0.6950911219785691,South
bara,ym_2,æː,eː,79.0,539.0,-18.99010895182117,-16.129085153706946,-25.176379602161525,11.663802587807028,-6.186270650340354,27.792887741513972,28.47304960083588,102.54859547127228,0.6950911219785691,South
bara,ym_3,æː,eː,79.0,539.0,-26.76188122289304,-17.062555825809167,-22.216894743031574,1.1074846036971604,4.544986479861468,18.170040429506326,18.72984974077523,75.95640733588968,0.6950911219785691,South
bengtsf,ym_1,æː,eː,62.0,401.0,-35.179646480262726,-1.8134542569558576,-17.813312906555744,15.32308710691115,17.36633357370698,17.136541363867007,24.39775792380905,44.6184106643619,133.76174405913517,Centre
bengtsf,ym_2,æː,eː,62.0,401.0,-13.211422118517246,7.0714927619676455,3.2884564434956847,22.997127919965976,16.49987856201293,15.92563515799833,22.931895860282605,43.985419792171854,133.76174405913517,Centre
bengtsf,ym_3,æː,eː,62.0,401.0,-33.65347135785677,0.8689288548718055,-9.40703007059692,31.301127425762445,24.246441287259856,30.43219857089064,38.91026374820219,51.454390904496265,133.76174405913517,Centre
berg,ym_1,æː,eː,112.0,252.0,-48.64863990063457,-16.081794005027362,-57.886840814584765,0.14458369404864618,-9.238200913950195,16.226377699076007,18.671895708780653,119.65425689768642,289.11343963427134,North
berg,ym_2,æː,eː,112.0,252.0,-21.83514243888665,-16.139646400907637,-22.597622076018375,-4.370951429619977,-0.762479637131726,11.76869497128766,11.793369176119773,93.70694391104556,289.11343963427134,North
berg,ym_3,æː,eː,112.0,252.0,-40.362608114000324,-17.473916253332277,-18.946092664451655,13.494170092626007,21.41651544954867,30.968086345958284,37.652217808935035,55.33353375628604,289.11343963427134,North
bjurholm,ym_1,æː,eː,197.0,211.0,-31.92329484215268,-12.957066047815328,-21.146049677944525,11.112574921625505,10.777245164208153,24.069640969440833,26.372270090518047,65.87942538527003,344.0326593930225,North
bjurholm,ym_2,æː,eː,197.0,211.0,-27.577347649551058,-10.769122519484158,-21.337545852091473,3.2670417056233787,6.2398017974595845,14.036164225107537,15.360632559428291,66.03237574470704,344.0326593930225,North
bjurholm,ym_3,æː,eː,197.0,211.0,-28.00780888638467,-7.861772912568633,-4.989737839122899,15.046351873781083,23.01807104726177,22.908124786349717,32.474817566289126,44.86283547820853,344.0326593930225,North
boda,ym_1,æː,eː,163.0,475.0,-25.325588831350643,-17.007164982425078,-22.867187482378217,6.57430749664907,2.4584013489724263,23.581472479074147,23.709272057023615,84.04833464984245,78.10530644374003,Centre
boda,ym_2,æː,eː,163.0,475.0,-39.97722335753723,-20.367575660645258,-25.37255990113978,11.320198793712274,14.604663456397446,31.68777445435753,34.89142078713426,65.2553695770565,78.10530644374003,Centre
boda,ym_3,æː,eː,163.0,475.0,-28.047799572781106,-16.82918329899176,-10.259618870855292,9.504199577490759,17.788180701925814,26.33338287648252,31.77839559203373,55.9610027868129,78.10530644374003,Centre
bredsattra,ym_1,æː,eː,158.0,489.0,-47.58062874630476,-11.755353272721248,-36.23753308415888,8.241764886427658,11.343095662145878,19.997118159148904,22.99022735580393,60.43650970515538,63.4569046509324,South
bredsattra,ym_2,æː,eː,158.0,489.0,-41.00438639829569,-18.304367219618634,-23.047023627088084,11.575900100049587,17.95736277120761,29.88026731966822,34.86111376292481,58.995087748611375,63.4569046509324,South
bredsattra,ym_3,æː,eː,158.0,489.0,-38.13834552481462,-16.791216166625507,-26.965212745302843,3.540918044856393,11.173132779511775,20.3321342114819,23.199883139841745,61.209852619591956,63.4569046509324,South
broby,ym_1,æː,eː,99.0,510.0,-45.76845716192429,-3.6592754305628077,-25.40207490368867,20.31708834738374,20.366382258235618,23.97636377794655,31.45879124030359,49.65423501323308,32.68566535202928,South
broby,ym_2,æː,eː,99.0,510.0,-32.70228559579837,-12.016582127770672,-7.324609932110316,7.216496627781883,25.377675663688056,19.233078755552555,31.842389051524258,37.15753952531997,32.68566535202928,South
broby,ym_3,æː,eː,99.0,510.0,-31.770106969479492,-5.620387692906915,-11.72620312172441,11.06435596566789,20.043903847755082,16.684743658574803,26.079469941131915,39.77433145104705,32.68566535202928,South
burseryd,ym_1,æː,eː,84.0,478.0,-13.085457169610017,-17.356774303747287,-15.303518964807797,19.435213052481448,-2.21806179519778,36.79198735622873,36.85878635750519,93.44998899915969,61.65247618276582,South
burseryd,ym_2,æː,eː,84.0,478.0,-25.830568671472946,-11.20593402664587,-4.791523183095157,19.293630811273367,21.039045488377788,30.499564837919237,37.05219143808459,55.401521023007994,61.65247618276582,South
burtrask,ym_1,æː,eː,222.0,177.0,-27.58177954356845,-6.546989434680492,-19.76898385078211,9.573134654229404,7.812795692786342,16.120124088909897,17.913631043958507,64.14234067837884,381.8039577688209,North
burtrask,ym_2,æː,eː,222.0,177.0,-39.23798510219864,-13.88081007873684,-10.646326107363842,2.24746407822862,28.591658994834802,16.12827415696546,32.826882144960976,29.426918261949194,381.8039577688209,North
burtrask,ym_3,æː,eː,222.0,177.0,-30.393977246756577,-20.107123142933084,-20.344543551682996,5.499341535117052,10.049433695073581,25.606464678050138,27.507856166919108,68.57213263000646,381.8039577688209,North
dalby,ym_1,æː,eː,82.0,336.0,-37.24684895251638,-9.51269155648459,-23.35376018010824,8.67991251631173,13.893088772408142,18.19260407279632,22.890800741510517,52.63222701256992,201.22302887742558,North
dalby,ym_2,æː,eː,82.0,336.0,-29.222629579046394,-1.4639146160591583,-2.6278911931080122,24.024683825775952,26.59473838593838,25.48859844183511,36.83678542361729,43.78334169664018,201.22302887742558,North
floby,ym_1,æː,eː,85.0,439.0,-15.511697876018838,0.5675181405616501,2.7019966220826452,15.209941101187244,18.213694498101482,14.642422960625595,23.3696216791806,38.79663065025143,100.24992663283506,Centre
floby,ym_2,æː,eː,85.0,439.0,-54.30273180659231,-11.76211733502525,-25.461891639718594,22.18308438169027,28.84084016687372,33.94520171671552,44.54290943707722,49.64779418259858,100.24992663283506,Centre
floby,ym_3,æː,eː,85.0,439.0,-28.030552591817226,-3.851508875846866,-18.93284028788402,15.830982878016398,9.097712303933207,19.682491753863264,21.683377292433782,65.19250572246946,100.24992663283506,Centre
frandef,ym_1,æː,eː,63.0,423.0,-28.086304083804663,-11.432613759889719,1.4771811960478187,19.022128154350124,29.563485279852483,30.454741914239843,42.443974448147664,45.850766391095114,112.25604601246488,Centre
frandef,ym_2,æː,eː,63.0,423.0,-37.39995626480372,-16.28187984976336,-23.474200977678056,0.5952234460028114,13.925755287125664,16.877103295766172,21.880659861459154,50.473035936276254,112.25604601246488,Centre
frandef,ym_3,æː,eː,63.0,423.0,-33.27906823190708,2.1495101075215457,-8.61745021514928,26.834695165594724,24.661618016757803,24.685185058073177,34.8934630633847,45.027363310613545,112.25604601246488,Centre
frandef,ym_4,æː,eː,63.0,423.0,-35.49864876663895,0.2647684453634309,-23.736086686639766,16.587251264884685,11.762562079999185,16.322482819521255,20.11917771876876,54.22213632210783,112.25604601246488,Centre
frillesas,ym_1,æː,eː,58.0,470.0,-22.552462100900485,3.7942304864613616,-1.526680577540327,26.500025919663262,21.02578152336016,22.7057954332019,30.945704627984895,47.20002117225301,65.09282618043753,South
frillesas,ym_2,æː,eː,58.0,470.0,-39.48370929255641,-20.370779756071663,-31.185955810867707,4.910461443900003,8.297753481688705,25.281241199971667,26.608154191037414,71.82924314296521,65.09282618043753,South
frillesas,ym_3,æː,eː,58.0,470.0,-21.414162949854845,-13.726950845620596,-17.196316274377125,3.6894294001151495,4.21784667547772,17.416380245735745,17.919836256001133,76.38638566478402,65.09282618043753,South
grangarde,ym_1,æː,eː,119.0,354.0,-36.24030774285737,-8.18571094278794,-32.56313730040006,0.931133626435791,3.67717044245731,9.116844569223732,9.830485103099742,68.03390380315236,189.80902415725896,North
graso,ym_1,æː,eː,189.0,350.0,-37.10447639473294,11.433087238768712,-12.129609778736157,13.86761221996785,24.974866615996785,2.4345249811991376,25.0932436000393,5.567545099831042,205.70952611928726,North
graso,ym_2,æː,eː,189.0,350.0,-13.292826281553733,5.521458418974654,-6.244962496565396,14.321984272260167,7.047863784988337,8.800525853285514,11.274823245891566,51.310656201727895,205.70952611928726,North
graso,ym_3,æː,eː,189.0,350.0,-21.412051482550723,-9.101056162043623,-6.527434821578825,13.313398839994367,14.884616660971897,22.41445500203799,26.90649747147458,56.41332306101504,205.70952611928726,North
