method,grouping,village,speaker,pair,first_vowel,second_vowel,display_x,display_y,geo_x,geo_y
fasttrack,village,haraker,,yː->ʉ̟ː,yː,ʉ̟ː,-11.60358192555,-4.00917248948,149.0,373.0
fasttrack,village,haraker,,ʉ̟ː->øː,ʉ̟ː,øː,-10.5094486918,-4.55370514893,149.0,373.0
fasttrack,village,houtskar,,uː->oː,uː,oː,-7.480363262025,-4.3424945324525,245.0,347.0
fasttrack,village,houtskar,,oː->ɑː,oː,ɑː,-8.97015976712,-5.660015185,245.0,347.0
fasttrack,village,houtskar,,ɑː->æː,ɑː,æː,-11.075660721875,-6.354605217285,245.0,347.0
fasttrack,village,houtskar,,æː->eː,æː,eː,-12.352715198324999,-5.99377952544,245.0,347.0
fasttrack,village,houtskar,,yː->ʉ̟ː,yː,ʉ̟ː,-11.7301738821,-4.14184229937,245.0,347.0
fasttrack,village,houtskar,,ʉ̟ː->øː,ʉ̟ː,øː,-11.1126602781,-4.78793377649,245.0,347.0
fasttrack,village,jamshog,,uː->oː,uː,oː,-9.062206807065,-4.862420424010001,108.0,514.0
fasttrack,village,jamshog,,oː->ɑː,oː,ɑː,-9.297429861655,-6.054419110245,108.0,514.0
fasttrack,village,jamshog,,ɑː->æː,ɑː,æː,-11.074667575700001,-6.046331629095,108.0,514.0
fasttrack,village,jamshog,,æː->eː,æː,eː,-12.73467892725,-5.102539288665,108.0,514.0
fasttrack,village,jamshog,,yː->ʉ̟ː,yː,ʉ̟ː,-11.229475153025,-3.9661636200799997,108.0,514.0
fasttrack,village,jamshog,,ʉ̟ː->øː,ʉ̟ː,øː,-10.470359051225,-4.164214166405,108.0,514.0
fasttrack,village,jarnboas,,uː->oː,uː,oː,-7.613300643365,-4.1335890538925,117.0,378.0
fasttrack,village,jarnboas,,oː->ɑː,oː,ɑː,-7.366035881165001,-4.804160385245,117.0,378.0
fasttrack,village,jarnboas,,ɑː->æː,ɑː,æː,-9.574502105,-5.493648730945,117.0,378.0
fasttrack,village,jarnboas,,æː->eː,æː,eː,-12.212256314000001,-4.8137694646725,117.0,378.0
fasttrack,village,jarnboas,,yː->ʉ̟ː,yː,ʉ̟ː,-11.366538211075,-4.149679266565,117.0,378.0
fasttrack,village,jarnboas,,ʉ̟ː->øː,ʉ̟ː,øː,-10.879863620625,-4.6266212941500005,117.0,378.0
fasttrack,village,jarsnas,,uː->oː,uː,oː,-7.243465416045,-4.135480914975,113.0,452.0
fasttrack,village,jarsnas,,oː->ɑː,oː,ɑː,-7.57179852552,-4.7013039782475,113.0,452.0
fasttrack,village,jarsnas,,ɑː->æː,ɑː,æː,-9.923224476255001,-5.5181158003225,113.0,452.0
fasttrack,village,jarsnas,,æː->eː,æː,eː,-12.178428336175,-5.0130345495875,113.0,452.0
fasttrack,village,jarsnas,,yː->ʉ̟ː,yː,ʉ̟ː,-11.605266269975,-4.1469926245724995,113.0,452.0
fasttrack,village,jarsnas,,ʉ̟ː->øː,ʉ̟ː,øː,-10.794693293424999,-4.5904934674475,113.0,452.0
fasttrack,village,karna,,uː->oː,uː,oː,-7.8445428899725,-4.727143778952501,53.0,448.0
fasttrack,village,karna,,oː->ɑː,oː,ɑː,-8.1348720430625,-5.2327347984625,53.0,448.0
fasttrack,village,karna,,ɑː->æː,ɑː,æː,-10.3318988353,-5.68045756108,53.0,448.0
fasttrack,village,karna,,æː->eː,æː,eː,-12.507354107874999,-5.327716486162499,53.0,448.0
fasttrack,village,karna,,yː->ʉ̟ː,yː,ʉ̟ː,-11.75325669605,-4.275003461635,53.0,448.0
fasttrack,village,karna,,ʉ̟ː->øː,ʉ̟ː,øː,-11.23624939915,-4.88936779158,53.0,448.0
fasttrack,village,karsta,,uː->oː,uː,oː,-6.86868570624,-4.22006695144,186.0,377.0
fasttrack,village,karsta,,oː->ɑː,oː,ɑː,-7.299224170185,-4.86657948415,186.0,377.0
fasttrack,village,karsta,,ɑː->æː,ɑː,æː,-10.157527713075,-5.203514873075,186.0,377.0
fasttrack,village,karsta,,æː->eː,æː,eː,-12.74708509055,-4.603959117685,186.0,377.0
fasttrack,village,karsta,,yː->ʉ̟ː,yː,ʉ̟ː,-12.5478313212,-3.593201697805,186.0,377.0
fasttrack,village,karsta,,ʉ̟ː->øː,ʉ̟ː,øː,-11.719768224149998,-4.324321302475,186.0,377.0
fasttrack,village,korsberga,,uː->oː,uː,oː,-6.904012301837501,-4.1730843787275,100.0,432.0
fasttrack,village,korsberga,,oː->ɑː,oː,ɑː,-7.280767202775,-5.0202241953625,100.0,432.0
fasttrack,village,korsberga,,ɑː->æː,ɑː,æː,-9.662796619175001,-5.943307592185,100.0,432.0
fasttrack,village,korsberga,,æː->eː,æː,eː,-12.592102946775,-5.166958861314999,100.0,432.0
fasttrack,village,korsberga,,yː->ʉ̟ː,yː,ʉ̟ː,-12.2094447209,-3.6005235202700003,100.0,432.0
fasttrack,village,korsberga,,ʉ̟ː->øː,ʉ̟ː,øː,-11.3514424975,-4.1637534007575,100.0,432.0
fasttrack,village,kramfors,,uː->oː,uː,oː,-7.60596961492,-4.257227260964999,173.0,248.0
fasttrack,village,kramfors,,oː->ɑː,oː,ɑː,-7.8474065178900005,-5.123193481335,173.0,248.0
fasttrack,village,kramfors,,ɑː->æː,ɑː,æː,-10.117124587895,-5.78294690206,173.0,248.0
fasttrack,village,kramfors,,æː->eː,æː,eː,-12.698862338125,-5.261608380205,173.0,248.0
fasttrack,village,kramfors,,yː->ʉ̟ː,yː,ʉ̟ː,-12.20343320235,-3.88457426095,173.0,248.0
fasttrack,village,kramfors,,ʉ̟ː->øː,ʉ̟ː,øː,-11.5069470013,-4.37403577272,173.0,248.0
fasttrack,village,kyrkslatt,,uː->oː,uː,oː,-6.832233173705,-4.1645465463199995,310.0,347.0
fasttrack,village,kyrkslatt,,oː->ɑː,oː,ɑː,-8.4854221028675,-5.52585287602,310.0,347.0
fasttrack,village,kyrkslatt,,ɑː->æː,ɑː,æː,-11.3795202969125,-5.46957157448,310.0,347.0
fasttrack,village,kyrkslatt,,æː->eː,æː,eː,-13.228070893224999,-4.9296523783824995,310.0,347.0
fasttrack,village,kyrkslatt,,yː->ʉ̟ː,yː,ʉ̟ː,-10.7514972123825,-3.5492618491375003,310.0,347.0
fasttrack,village,kyrkslatt,,ʉ̟ː->øː,ʉ̟ː,øː,-10.4812383925075,-4.2117170714025,310.0,347.0
fasttrack,village,lanna,,uː->oː,uː,oː,-7.37342864989375,-4.06593415225125,161.0,393.0
fasttrack,village,lanna,,oː->ɑː,oː,ɑː,-7.77272804022875,-4.864538066066251,161.0,393.0
fasttrack,village,lanna,,ɑː->æː,ɑː,æː,-9.55806821752375,-6.01718456859375,161.0,393.0
fasttrack,village,lanna,,æː->eː,æː,eː,-11.54900048615,-5.49225369784625,161.0,393.0
fasttrack,village,lanna,,yː->ʉ̟ː,yː,ʉ̟ː,-11.9453780513375,-4.00680813318375,161.0,393.0
fasttrack,village,lanna,,ʉ̟ː->øː,ʉ̟ː,øː,-10.586699327975,-4.8182983516225,161.0,393.0
fasttrack,village,leksand,,uː->oː,uː,oː,-7.3156877710575,-4.3572861484525,120.0,335.0
fasttrack,village,leksand,,oː->ɑː,oː,ɑː,-7.584189048943751,-5.1844505694075,120.0,335.0
fasttrack,village,leksand,,ɑː->æː,ɑː,æː,-10.17956685163625,-5.962610390946249,120.0,335.0
fasttrack,village,leksand,,æː->eː,æː,eː,-12.7762073967,-5.40716714196625,120.0,335.0
fasttrack,village,leksand,,yː->ʉ̟ː,yː,ʉ̟ː,-12.297941981874999,-3.6195277634725,120.0,335.0
fasttrack,village,leksand,,ʉ̟ː->øː,ʉ̟ː,øː,-11.2713861208875,-4.488025379146249,120.0,335.0
fasttrack,village,loderup,,uː->oː,uː,oː,-11.11233022685,-5.52893257655,98.0,543.0
fasttrack,village,loderup,,oː->ɑː,oː,ɑː,-9.461778035085,-6.10741558105,98.0,543.0
fasttrack,village,loderup,,ɑː->æː,ɑː,æː,-9.609075600459999,-6.3033912063125,98.0,543.0
fasttrack,village,loderup,,æː->eː,æː,eː,-11.493268675425,-6.2185372160125,98.0,543.0
fasttrack,village,loderup,,yː->ʉ̟ː,yː,ʉ̟ː,-10.914957668275001,-4.874773086545,98.0,543.0
fasttrack,village,loderup,,ʉ̟ː->øː,ʉ̟ː,øː,-10.323201696625,-5.4062057739675,98.0,543.0
fasttrack,village,malung,,uː->oː,uː,oː,-7.529799323472499,-3.923579755815,96.0,337.0
fasttrack,village,malung,,oː->ɑː,oː,ɑː,-7.58944088426,-4.957374911780001,96.0,337.0
fasttrack,village,malung,,ɑː->æː,ɑː,æː,-10.767609716655,-5.11640656792,96.0,337.0
fasttrack,village,malung,,æː->eː,æː,eː,-13.398248685775002,-4.41110427123,96.0,337.0
fasttrack,village,malung,,yː->ʉ̟ː,yː,ʉ̟ː,-12.051725721925,-3.408301699325,96.0,337.0
fasttrack,village,malung,,ʉ̟ː->øː,ʉ̟ː,øː,-11.389791504975001,-3.93556602792,96.0,337.0
