village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
skog,157.0,317.0,232.75723014860148,North,-38.79899617650864,-7.936710984504711,-11.669170807255629,10.936866128414184
skuttunge,171.0,364.0,188.8401092599555,North,-5.846631682212257,3.818006091735631,-2.2372701030104527,7.024231651586838
sorsele,166.0,143.0,405.736623807046,North,-26.586110747467714,-20.788147634142764,-23.142623123209415,1.9858834745920348
sorunda,181.0,406.0,149.16608670177132,Centre,-7.989526863669626,-5.3346210107861,9.461872887920947,22.20051626303696
st_anna,157.0,436.0,115.50682570414243,Centre,-30.138171684053,-15.312932199719114,-8.355321829617528,20.346957773940808
stenberga,128.0,474.0,73.11094801174586,South,-23.54364475643278,-6.704281908548517,-13.24661410344703,11.001757014302335
storsjo,87.0,251.0,285.8275543303726,North,-27.67536185388929,-16.250201855799947,-25.66113300592046,8.301173124764311
strom,132.0,211.0,332.92758406040195,North,-29.453725334053754,-8.210391216771422,-16.10281237747536,14.041554092533636
tjallmo,128.0,416.0,130.2582039594654,Centre,-36.387642453606134,-8.528296004971637,-20.805912995539735,16.543051136739642
torhamn,135.0,521.0,27.997895933433075,South,-29.074246470615048,1.0958814308522535,-20.506089512447346,10.553334360313546
torp,145.0,265.0,281.9425332445665,North,-40.64749321961199,-7.8484883525174345,-17.384887134713644,17.33488434817331
torsas,144.0,504.0,46.285579526498864,South,-30.988689715054633,-12.051432486056417,-26.5092877488244,12.461215423230156
torso,95.0,414.0,126.59083766943033,Centre,-29.905025807489356,-7.105967426906911,-14.753040639474644,20.172611658887362
v_vingaker,139.0,402.0,145.93168962913032,Centre,-20.47530207645748,-6.104307201182225,-5.865137426771088,20.752881867639886
vackelsang,116.0,500.0,45.44304483319151,South,-48.64982525998106,-5.003625808679715,-33.70124464923712,15.015049235667728
vaxtorp,78.0,504.0,35.00965688106874,South,-37.53942474941725,-18.372393143768406,-29.747687235650652,0.39982760513738214
