pair,vowel,pair_member,response,n_villages,r2,overall_f,overall_p,nonlinearity_f,nonlinearity_p
yː->ʉ̟ː,yː,first,first_x,74,0.08003282127770373,2.029890347907137,0.11757715629921697,3.02377723542451,0.05501074909328655
yː->ʉ̟ː,yː,first,first_y,74,0.2491498297137752,7.742551386035719,0.00015447629900982066,3.4928822918169393,0.03581512276589107
yː->ʉ̟ː,ʉ̟ː,second,second_x,74,0.058813717472410265,1.4580748783023327,0.23345711887356407,2.14432910133629,0.12477954648878749
yː->ʉ̟ː,ʉ̟ː,second,second_y,74,0.14445948506065498,3.9398734007599057,0.011736348719974329,1.0098010975631666,0.36953558338010356
