region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,-7.297775671259103,24.413493988663223,3.8422610193933266,16.87009916301783,13.453743827078618,-34.103607453676666,yː->ʉ̟ː,yː,ʉ̟ː
Centre,114.57844242616318,-3.8515738796123067,20.77609864177417,-0.4547148388175444,14.126437245192992,7.467037433427734,-62.940606144144134,yː->ʉ̟ː,yː,ʉ̟ː
South,42.96691590981119,-10.21204113748153,16.305976607386476,-1.8128647461996032,10.799899598152551,10.043059697297537,-33.24683044900932,yː->ʉ̟ː,yː,ʉ̟ː
