region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,32.50440018916356,-0.39815267072853544,18.82612635730795,-21.556398437832364,25.194573601480002,-122.88165211218471,oː->ɑː,oː,ɑː
Centre,114.57844242616318,43.2246252724084,0.9839652780890376,22.799987951325914,-22.615811422808687,31.21081975901932,-130.87484260811794,oː->ɑː,oː,ɑː
South,42.96691590981119,23.54694763733771,-8.454124755976984,15.292256821434625,-22.86096809069854,16.60412765963228,-119.81142014514901,oː->ɑː,oː,ɑː
