region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,-27.24579433020339,-7.324246242325813,-16.2744664646511,9.69030013235502,20.245118509645945,57.18524855437323,æː->eː,æː,eː
Centre,114.57844242616318,-25.18657347309324,-8.04047189980735,-12.087671828463112,15.715296871018577,27.12780444836335,61.12771206047308,æː->eː,æː,eː
South,42.96691590981119,-29.056851388821833,-10.81181422150185,-19.902970072581198,9.502892226433474,22.28185004028176,65.74349790074082,æː->eː,æː,eː
