region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,18.82612635730795,-21.556398437832364,-27.24579433020339,-7.324246242325813,48.2200791367289,162.83347293210537,ɑː->æː,ɑː,æː
Centre,114.57844242616318,22.799987951325914,-22.615811422808687,-25.18657347309324,-8.04047189980735,50.151277147748864,163.10447366559285,ɑː->æː,ɑː,æː
South,42.96691590981119,15.292256821434625,-22.86096809069854,-29.056851388821833,-10.81181422150185,45.956778694863004,164.80027930146088,ɑː->æː,ɑː,æː
