village,vowel,n_speakers,geo_x,geo_y,display_x,display_y,geo_position,geographic_group
korsberga,yː,3,100.0,432.0,-2019.0,-347.5,432.0,
korsberga,æː,3,100.0,432.0,-1650.5,-632.0,432.0,
korsberga,øː,3,100.0,432.0,-1532.0,-474.0,432.0,
korsberga,ɑː,3,100.0,432.0,-865.5,-576.0,432.0,
korsberga,ʉ̟ː,3,100.0,432.0,-1556.5,-341.0,432.0,
kramfors,eː,3,173.0,248.0,-2032.5,-473.0,248.0,
kramfors,oː,3,173.0,248.0,-827.0,-466.0,248.0,
kramfors,uː,3,173.0,248.0,-806.0,-371.0,248.0,
kramfors,yː,3,173.0,248.0,-1978.0,-376.0,248.0,
kramfors,æː,3,173.0,248.0,-1788.5,-623.5,248.0,
kramfors,øː,3,173.0,248.0,-1588.0,-516.0,248.0,
kramfors,ɑː,3,173.0,248.0,-926.0,-586.0,248.0,
kramfors,ʉ̟ː,3,173.0,248.0,-1628.0,-376.0,248.0,
lanna,eː,2,161.0,393.0,-1860.5,-451.0,393.0,
lanna,oː,2,161.0,393.0,-887.75,-441.5,393.0,
lanna,uː,2,161.0,393.0,-980.25,-397.25,393.0,
lanna,yː,2,161.0,393.0,-1889.75,-366.0,393.0,
lanna,æː,2,161.0,393.0,-1420.25,-706.25,393.0,
lanna,øː,2,161.0,393.0,-1248.5,-566.0,393.0,
lanna,ɑː,2,161.0,393.0,-972.5,-572.25,393.0,
lanna,ʉ̟ː,2,161.0,393.0,-1500.5,-407.0,393.0,
leksand,eː,2,120.0,335.0,-2041.25,-473.0,335.0,
leksand,oː,2,120.0,335.0,-756.75,-514.25,335.0,
leksand,uː,2,120.0,335.0,-973.0,-460.75,335.0,
leksand,yː,2,120.0,335.0,-2047.25,-339.0,335.0,
leksand,æː,2,120.0,335.0,-1811.0,-663.25,335.0,
leksand,øː,2,120.0,335.0,-1509.5,-542.75,335.0,
leksand,ɑː,2,120.0,335.0,-894.25,-609.75,335.0,
leksand,ʉ̟ː,2,120.0,335.0,-1660.25,-372.5,335.0,
loderup,eː,3,98.0,543.0,-1751.0,-638.0,543.0,
loderup,oː,3,98.0,543.0,-1431.0,-643.0,543.0,
loderup,uː,3,98.0,543.0,-1596.5,-501.0,543.0,
loderup,yː,3,98.0,543.0,-1570.0,-508.0,543.0,
loderup,æː,3,98.0,543.0,-1418.0,-674.0,543.0,
loderup,øː,3,98.0,543.0,-1284.0,-648.0,543.0,
loderup,ɑː,3,98.0,543.0,-958.5,-671.0,543.0,
loderup,ʉ̟ː,3,98.0,543.0,-1366.0,-507.0,543.0,
malung,eː,3,96.0,337.0,-2091.0,-439.0,337.0,
malung,oː,3,96.0,337.0,-774.0,-428.0,337.0,
malung,uː,3,96.0,337.0,-1145.5,-373.0,337.0,
malung,yː,3,96.0,337.0,-2057.0,-310.0,337.0,
malung,æː,3,96.0,337.0,-2233.0,-479.0,337.0,
malung,øː,3,96.0,337.0,-1656.0,-449.0,337.0,
malung,ɑː,3,96.0,337.0,-923.0,-590.0,337.0,
malung,ʉ̟ː,3,96.0,337.0,-1374.0,-327.5,337.0,
n_rorum,eː,2,84.0,522.0,-1943.5,-498.0,522.0,
n_rorum,oː,2,84.0,522.0,-1284.75,-502.0,522.0,
n_rorum,uː,2,84.0,522.0,-1481.25,-443.75,522.0,
n_rorum,yː,2,84.0,522.0,-1823.0,-425.5,522.0,
n_rorum,æː,2,84.0,522.0,-1695.75,-609.5,522.0,
n_rorum,øː,2,84.0,522.0,-1419.75,-499.25,522.0,
n_rorum,ɑː,2,84.0,522.0,-1019.5,-553.5,522.0,
n_rorum,ʉ̟ː,2,84.0,522.0,-1474.5,-393.5,522.0,
nora,eː,3,160.0,357.0,-1626.5,-458.0,357.0,
nora,oː,3,160.0,357.0,-724.0,-395.5,357.0,
nora,uː,3,160.0,357.0,-1243.5,-344.0,357.0,
nora,yː,3,160.0,357.0,-1845.0,-334.5,357.0,
nora,æː,3,160.0,357.0,-1641.0,-604.0,357.0,
nora,øː,3,160.0,357.0,-1487.0,-514.0,357.0,
