method,grouping,village,speaker,fit_basis,n_points,n_vowels,missing_vowels,geo_x,geo_y,centroid_x,centroid_y,ellipse_angle_deg,ellipse_angle_from_horizontal_signed_deg,major_axis_sd,minor_axis_sd,axis_ratio,orientation_reliable
fasttrack,village,tjallmo,,vowels,8,8,,128.0,416.0,-1401.0625,-470.75,179.4377532240888,-0.5622467759112055,577.4861467792534,84.03568178913541,6.871916006206711,1
fasttrack,village,tjallmo,,midpoints,6,8,,128.0,416.0,-1339.375,-478.4166666666667,1.3240297033735828,1.3240297033735828,500.81458767354036,62.442647205643176,8.020393274234534,1
fasttrack,village,torhamn,,vowels,8,8,,135.0,521.0,-1513.3125,-475.875,179.5147072788302,-0.4852927211697988,577.4096607420639,77.01663041386577,7.497207520495591,1
fasttrack,village,torhamn,,midpoints,6,8,,135.0,521.0,-1470.0833333333333,-483.6666666666667,179.5250184652851,-0.4749815347149138,533.2879971233945,65.8691540666175,8.096171943912438,1
fasttrack,village,torp,,vowels,8,8,,145.0,265.0,-1426.90625,-463.59375,179.39689923822516,-0.6031007617748401,496.05320660326777,94.81560895105108,5.2317673439123,1
fasttrack,village,torp,,midpoints,6,8,,145.0,265.0,-1389.5625,-474.75,179.4094308736021,-0.5905691263978952,460.74192673512925,70.49592460490736,6.535724289274108,1
fasttrack,village,torsas,,vowels,8,8,,144.0,504.0,-1415.9375,-469.8125,179.92006773653,-0.07993226346999904,424.06452461738525,94.4156011829897,4.49146665703577,1
fasttrack,village,torsas,,midpoints,6,8,,144.0,504.0,-1366.7916666666667,-482.1666666666667,0.06040675548001673,0.06040675548001673,395.8005838607537,81.3948702242335,4.8627214807317545,1
fasttrack,village,torso,,vowels,8,8,,95.0,414.0,-1437.5625,-437.4375,179.81701405736834,-0.18298594263166024,593.9549559217744,81.91677819744064,7.250711868699099,1
fasttrack,village,torso,,midpoints,6,8,,95.0,414.0,-1369.9166666666667,-449.875,0.6647738842159185,0.6647738842159185,532.7109144819556,66.68033449575134,7.989025827635857,1
fasttrack,village,v_vingaker,,vowels,8,8,,139.0,402.0,-1396.4375,-466.8125,0.28754222128142715,0.28754222128142715,559.4563808111211,86.0337087492474,6.502757918314374,1
fasttrack,village,v_vingaker,,midpoints,6,8,,139.0,402.0,-1341.0833333333333,-476.0416666666667,0.8392089022495668,0.8392089022495668,496.7118408088618,72.90935662591815,6.81273109235322,1
fasttrack,village,vackelsang,,vowels,8,8,,116.0,500.0,-1412.0,-476.5,179.6352913994545,-0.36470860054549803,407.207469698636,74.30298624208588,5.480364791421936,1
fasttrack,village,vackelsang,,midpoints,6,8,,116.0,500.0,-1359.0416666666667,-489.5,179.9850511981223,-0.01494880187769354,375.01155942404296,65.06816206881983,5.763364870017523,1
fasttrack,village,vaxtorp,,vowels,8,8,,78.0,504.0,-1458.1875,-508.625,178.36411699985086,-1.6358830001491356,453.6813364743497,83.61054128170268,5.426126054438464,1
fasttrack,village,vaxtorp,,midpoints,6,8,,78.0,504.0,-1409.6666666666667,-518.125,177.96675352817277,-2.0332464718272263,431.9705185408976,76.67614706135605,5.63370141949407,1
fasttrack,village,vemdalen,,vowels,8,8,,102.0,266.0,-1328.5625,-474.25,0.7373930603655765,0.7373930603655765,562.9641292121976,77.06114760598986,7.305421041620189,1
fasttrack,village,vemdalen,,midpoints,6,8,,102.0,266.0,-1284.0416666666667,-479.8333333333333,1.6211439541288826,1.6211439541288826,478.9606276517121,67.35869834558382,7.1105980284002,1
fasttrack,village,viby,,vowels,8,8,,116.0,402.0,-1417.53125,-492.8125,179.4122903045171,-0.5877096954829142,517.3008004261809,117.60356930111037,4.3986828248528065,1
fasttrack,village,viby,,midpoints,6,8,,116.0,402.0,-1363.6041666666667,-505.625,1.922112442367279,1.922112442367279,471.0493636903483,81.79929444123978,5.758599348662168,1
fasttrack,village,vilhelmina,,vowels,8,8,,152.0,178.0,-1497.625,-455.375,177.25493291005972,-2.745067089940278,479.0282776405835,98.40848870533209,4.86775362514665,1
fasttrack,village,vilhelmina,,midpoints,6,8,,152.0,178.0,-1419.0833333333333,-470.5833333333333,177.55483589454127,-2.44516410545873,442.1715397328634,91.19971372543992,4.848387365162537,1
fasttrack,village,villberga,,vowels,8,8,,166.0,379.0,-1392.125,-476.9375,1.9665683521492099,1.9665683521492099,564.627083314631,101.04376086152578,5.587946039423627,1
fasttrack,village,villberga,,midpoints,6,8,,166.0,379.0,-1334.625,-489.5833333333333,1.7994132537875487,1.7994132537875487,490.4998607065827,81.66362142037059,6.006344712313112,1
