village,speaker,vowel,n_speakers,n_tokens,geo_x,geo_y,display_x,display_y
pitea,,æː,3,30,233.0,141.0,-1660.0,-693.5
pitea,,øː,3,47,233.0,141.0,-1628.0,-507.5
pitea,,ɑː,3,16,233.0,141.0,-926.0,-622.0
pitea,,ʉ̟ː,3,16,233.0,141.0,-1669.0,-390.0
ragunda,,eː,3,15,145.0,241.0,-1952.0,-504.0
ragunda,,oː,3,15,145.0,241.0,-828.0,-485.0
ragunda,,uː,3,14,145.0,241.0,-1039.5,-431.0
ragunda,,yː,3,15,145.0,241.0,-2035.0,-430.0
ragunda,,æː,3,28,145.0,241.0,-1608.0,-618.0
ragunda,,øː,3,44,145.0,241.0,-1360.0,-571.0
ragunda,,ɑː,3,15,145.0,241.0,-888.0,-553.0
ragunda,,ʉ̟ː,3,15,145.0,241.0,-1531.0,-420.0
ref,,eː,1,1,185.0,379.0,-2337.0,-437.0
ref,,oː,1,1,185.0,379.0,-733.0,-453.0
ref,,uː,1,1,185.0,379.0,-633.0,-362.0
ref,,yː,1,1,185.0,379.0,-2035.0,-330.0
ref,,æː,1,1,185.0,379.0,-1297.0,-747.0
ref,,øː,1,1,185.0,379.0,-1251.0,-559.0
ref,,ɑː,1,1,185.0,379.0,-933.0,-628.0
ref,,ʉ̟ː,1,1,185.0,379.0,-1240.0,-281.0
rimforsa,,eː,3,13,134.0,437.0,-1931.0,-454.0
rimforsa,,oː,3,13,134.0,437.0,-790.5,-429.0
rimforsa,,uː,3,15,134.0,437.0,-897.0,-460.0
rimforsa,,yː,3,13,134.0,437.0,-1784.5,-432.5
rimforsa,,æː,3,31,134.0,437.0,-1614.0,-645.5
rimforsa,,øː,3,44,134.0,437.0,-1282.0,-584.0
rimforsa,,ɑː,3,15,134.0,437.0,-933.0,-559.0
rimforsa,,ʉ̟ː,3,17,134.0,437.0,-1625.5,-441.5
s_finnskoga,,eː,3,26,74.0,333.0,-1867.0,-441.0
s_finnskoga,,oː,3,14,74.0,333.0,-781.5,-456.5
s_finnskoga,,uː,3,13,74.0,333.0,-622.0,-362.5
s_finnskoga,,yː,3,12,74.0,333.0,-2041.5,-391.0
s_finnskoga,,æː,3,12,74.0,333.0,-2011.0,-632.5
s_finnskoga,,øː,3,39,74.0,333.0,-1557.0,-526.0
s_finnskoga,,ɑː,3,13,74.0,333.0,-844.5,-588.5
s_finnskoga,,ʉ̟ː,3,12,74.0,333.0,-1618.0,-405.5
s_mellosa,,eː,3,20,129.0,395.0,-2315.0,-405.0
s_mellosa,,oː,3,10,129.0,395.0,-727.5,-405.0
s_mellosa,,uː,3,10,129.0,395.0,-1001.0,-429.0
s_mellosa,,yː,3,12,129.0,395.0,-1836.5,-398.0
s_mellosa,,æː,3,10,129.0,395.0,-1805.0,-624.0
s_mellosa,,øː,3,33,129.0,395.0,-1438.0,-583.0
s_mellosa,,ɑː,3,10,129.0,395.0,-950.0,-569.0
s_mellosa,,ʉ̟ː,3,10,129.0,395.0,-1636.0,-414.0
saltvik,,eː,3,21,221.0,350.0,-1801.5,-504.0
saltvik,,oː,3,9,221.0,350.0,-744.0,-442.0
saltvik,,uː,3,10,221.0,350.0,-656.0,-365.0
saltvik,,yː,3,10,221.0,350.0,-1974.0,-406.0
saltvik,,æː,3,10,221.0,350.0,-1571.0,-707.0
saltvik,,øː,3,30,221.0,350.0,-1201.0,-538.0
saltvik,,ɑː,3,10,221.0,350.0,-946.0,-595.0
saltvik,,ʉ̟ː,3,10,221.0,350.0,-1027.0,-372.0
segerstad,,eː,3,12,153.0,510.0,-2050.5,-467.0
segerstad,,oː,3,13,153.0,510.0,-806.0,-445.0
segerstad,,uː,3,13,153.0,510.0,-823.5,-417.5
segerstad,,yː,3,13,153.0,510.0,-2031.0,-355.0
segerstad,,æː,3,26,153.0,510.0,-1617.5,-576.0
segerstad,,øː,3,42,153.0,510.0,-1594.0,-477.0
segerstad,,ɑː,3,12,153.0,510.0,-959.0,-535.0
segerstad,,ʉ̟ː,3,13,153.0,510.0,-1621.0,-402.0
skee,,eː,3,13,42.0,404.0,-1909.0,-438.5
skee,,oː,3,13,42.0,404.0,-688.0,-353.0
skee,,uː,3,19,42.0,404.0,-647.0,-340.0
skee,,yː,3,13,42.0,404.0,-1633.5,-368.0
skee,,æː,3,27,42.0,404.0,-1767.0,-547.0
skee,,øː,3,38,42.0,404.0,-1538.0,-473.5
skee,,ɑː,3,14,42.0,404.0,-857.0,-519.0
skee,,ʉ̟ː,3,13,42.0,404.0,-1533.0,-356.5
skinnskatteberg,,eː,2,19,135.0,371.0,-1569.5,-472.0
skinnskatteberg,,oː,2,9,135.0,371.0,-827.25,-434.25
skinnskatteberg,,uː,2,8,135.0,371.0,-1081.25,-349.0
skinnskatteberg,,yː,2,9,135.0,371.0,-1337.75,-347.75
skinnskatteberg,,æː,2,9,135.0,371.0,-1323.5,-596.75
skinnskatteberg,,øː,2,28,135.0,371.0,-1374.75,-509.75
skinnskatteberg,,ɑː,2,10,135.0,371.0,-1006.5,-553.5
skinnskatteberg,,ʉ̟ː,2,9,135.0,371.0,-1512.5,-372.25
skog,,eː,3,15,157.0,317.0,-1976.0,-470.0
skog,,oː,3,14,157.0,317.0,-804.0,-468.0
skog,,uː,3,15,157.0,317.0,-717.0,-415.0
skog,,yː,3,15,157.0,317.0,-2018.0,-429.0
skog,,æː,3,30,157.0,317.0,-1640.5,-634.5
skog,,øː,3,44,157.0,317.0,-1543.0,-535.0
skog,,ɑː,3,15,157.0,317.0,-894.0,-561.0
skog,,ʉ̟ː,3,15,157.0,317.0,-1637.0,-426.0
skuttunge,,eː,2,16,171.0,364.0,-1761.0,-489.25
skuttunge,,oː,2,8,171.0,364.0,-772.75,-388.75
skuttunge,,uː,2,7,171.0,364.0,-824.5,-308.0
skuttunge,,yː,2,6,171.0,364.0,-1965.0,-348.0
skuttunge,,æː,2,7,171.0,364.0,-1818.25,-574.5
skuttunge,,øː,2,26,171.0,364.0,-1452.5,-519.0
skuttunge,,ɑː,2,8,171.0,364.0,-1014.25,-545.25
skuttunge,,ʉ̟ː,2,8,171.0,364.0,-1592.0,-375.25
sorsele,,eː,4,10,166.0,143.0,-1898.5,-497.0
sorsele,,oː,4,8,166.0,143.0,-1369.5,-499.5
sorsele,,uː,4,10,166.0,143.0,-804.75,-401.0
sorsele,,yː,4,9,166.0,143.0,-2011.25,-399.75
sorsele,,æː,4,20,166.0,143.0,-1582.5,-709.5
sorsele,,øː,4,27,166.0,143.0,-1638.0,-539.75
sorsele,,ɑː,4,9,166.0,143.0,-955.5,-655.0
sorsele,,ʉ̟ː,4,9,166.0,143.0,-1724.5,-386.75
sorunda,,eː,2,15,181.0,406.0,-2170.5,-437.5
sorunda,,oː,2,8,181.0,406.0,-790.0,-400.25
sorunda,,uː,2,8,181.0,406.0,-928.0,-386.0
sorunda,,yː,2,8,181.0,406.0,-1858.75,-367.25
sorunda,,æː,2,8,181.0,406.0,-1687.25,-703.5
sorunda,,øː,2,23,181.0,406.0,-1468.75,-600.75
sorunda,,ɑː,2,8,181.0,406.0,-945.25,-602.0
sorunda,,ʉ̟ː,2,7,181.0,406.0,-1575.25,-408.75
sproge,,eː,1,3,190.0,475.0,-1815.0,-461.0
sproge,,oː,1,7,190.0,475.0,-800.0,-413.0
sproge,,uː,1,4,190.0,475.0,-857.5,-444.5
sproge,,yː,1,3,190.0,475.0,-1870.0,-358.0
sproge,,æː,1,8,190.0,475.0,-1801.0,-459.0
sproge,,øː,1,9,190.0,475.0,-1488.0,-455.0
sproge,,ɑː,1,4,190.0,475.0,-1017.5,-582.5
sproge,,ʉ̟ː,1,4,190.0,475.0,-1351.0,-373.0
st_anna,,eː,4,15,157.0,436.0,-2131.25,-413.75
st_anna,,oː,4,17,157.0,436.0,-751.0,-432.5
st_anna,,uː,4,17,157.0,436.0,-875.25,-436.0
st_anna,,yː,4,14,157.0,436.0,-1950.25,-414.25
st_anna,,æː,4,32,157.0,436.0,-1646.0,-623.75
st_anna,,øː,4,33,157.0,436.0,-1280.5,-583.5
st_anna,,ɑː,4,16,157.0,436.0,-930.5,-560.75
st_anna,,ʉ̟ː,4,15,157.0,436.0,-1675.25,-433.75
stenberga,,eː,3,14,128.0,474.0,-2379.0,-454.0
stenberga,,oː,3,20,128.0,474.0,-822.0,-429.0
stenberga,,uː,3,13,128.0,474.0,-899.0,-409.0
stenberga,,yː,3,14,128.0,474.0,-1820.0,-408.0
stenberga,,æː,3,29,128.0,474.0,-1967.0,-566.0
stenberga,,øː,3,42,128.0,474.0,-1541.0,-476.0
stenberga,,ɑː,3,14,128.0,474.0,-929.0,-598.0
stenberga,,ʉ̟ː,3,14,128.0,474.0,-1558.0,-377.0
storsjo,,eː,3,16,87.0,251.0,-2192.0,-485.0
storsjo,,oː,3,15,87.0,251.0,-794.0,-500.0
storsjo,,uː,3,13,87.0,251.0,-826.0,-432.0
storsjo,,yː,3,14,87.0,251.0,-2163.0,-383.0
storsjo,,æː,3,29,87.0,251.0,-1686.0,-671.5
storsjo,,øː,3,38,87.0,251.0,-1143.0,-470.0
storsjo,,ɑː,3,14,87.0,251.0,-899.0,-566.0
storsjo,,ʉ̟ː,3,14,87.0,251.0,-1621.0,-400.5
strom,,eː,3,17,132.0,211.0,-2107.0,-446.0
strom,,oː,3,16,132.0,211.0,-761.0,-463.0
strom,,uː,3,16,132.0,211.0,-670.0,-386.5
strom,,yː,3,15,132.0,211.0,-2158.5,-367.0
strom,,æː,3,34,132.0,211.0,-1669.5,-635.5
strom,,øː,3,49,132.0,211.0,-1151.0,-484.5
strom,,ɑː,3,16,132.0,211.0,-910.0,-572.0
strom,,ʉ̟ː,3,17,132.0,211.0,-1691.0,-354.0
tjallmo,,eː,3,11,128.0,416.0,-2267.0,-418.5
tjallmo,,oː,3,11,128.0,416.0,-713.0,-397.0
tjallmo,,uː,3,12,128.0,416.0,-777.0,-401.5
tjallmo,,yː,3,11,128.0,416.0,-1987.5,-406.0
tjallmo,,æː,3,20,128.0,416.0,-1696.5,-580.0
tjallmo,,øː,3,26,128.0,416.0,-1313.0,-565.0
tjallmo,,ɑː,3,10,128.0,416.0,-894.0,-570.0
tjallmo,,ʉ̟ː,3,11,128.0,416.0,-1560.5,-428.0
torhamn,,eː,3,12,135.0,521.0,-2159.5,-459.5
torhamn,,oː,3,12,135.0,521.0,-812.0,-454.0
torhamn,,uː,3,11,135.0,521.0,-786.5,-412.5
torhamn,,yː,3,13,135.0,521.0,-2011.0,-404.0
torhamn,,æː,3,23,135.0,521.0,-1963.0,-578.0
torhamn,,øː,3,33,135.0,521.0,-1615.0,-534.0
torhamn,,ɑː,3,12,135.0,521.0,-932.5,-577.0
torhamn,,ʉ̟ː,3,11,135.0,521.0,-1827.0,-388.0
torp,,eː,2,10,145.0,265.0,-1935.5,-386.5
torp,,oː,2,10,145.0,265.0,-794.0,-444.5
torp,,uː,2,11,145.0,265.0,-770.75,-383.75
torp,,yː,2,9,145.0,265.0,-1875.0,-390.0
torp,,æː,2,19,145.0,265.0,-1807.0,-589.5
torp,,øː,2,28,145.0,265.0,-1574.5,-560.25
torp,,ɑː,2,11,145.0,265.0,-978.25,-575.75
torp,,ʉ̟ː,2,9,145.0,265.0,-1680.25,-378.5
torsas,,eː,3,12,144.0,504.0,-1906.0,-462.0
torsas,,oː,3,12,144.0,504.0,-867.5,-439.5
torsas,,uː,3,12,144.0,504.0,-930.0,-380.5
torsas,,yː,3,11,144.0,504.0,-1823.0,-374.0
torsas,,æː,3,25,144.0,504.0,-1543.0,-650.0
torsas,,øː,3,36,144.0,504.0,-1594.5,-514.5
torsas,,ɑː,3,11,144.0,504.0,-975.5,-539.0
torsas,,ʉ̟ː,3,13,144.0,504.0,-1688.0,-399.0
torso,,eː,3,14,95.0,414.0,-2150.0,-394.0
torso,,oː,3,14,95.0,414.0,-704.0,-400.0
torso,,uː,3,14,95.0,414.0,-741.0,-379.0
torso,,yː,3,13,95.0,414.0,-2095.0,-360.5
torso,,æː,3,28,95.0,414.0,-1746.5,-601.5
torso,,øː,3,45,95.0,414.0,-1576.0,-467.0
torso,,ɑː,3,14,95.0,414.0,-846.0,-505.0
torso,,ʉ̟ː,3,14,95.0,414.0,-1642.0,-392.5
v_vingaker,,eː,3,24,139.0,402.0,-2024.5,-449.5
v_vingaker,,oː,3,12,139.0,402.0,-750.0,-419.0
v_vingaker,,uː,3,13,139.0,402.0,-704.0,-385.0
v_vingaker,,yː,3,13,139.0,402.0,-2096.5,-398.0
v_vingaker,,æː,3,12,139.0,402.0,-1659.0,-619.0
v_vingaker,,øː,3,37,139.0,402.0,-1425.0,-524.0
v_vingaker,,ɑː,3,13,139.0,402.0,-869.0,-545.5
v_vingaker,,ʉ̟ː,3,12,139.0,402.0,-1643.5,-394.5
vackelsang,,eː,3,13,116.0,500.0,-1869.5,-433.0
vackelsang,,oː,3,12,116.0,500.0,-825.5,-450.5
vackelsang,,uː,3,14,116.0,500.0,-1122.0,-450.0
vackelsang,,yː,3,16,116.0,500.0,-1716.0,-433.5
vackelsang,,æː,3,27,116.0,500.0,-1789.0,-625.5
vackelsang,,øː,3,39,116.0,500.0,-1576.0,-433.5
vackelsang,,ɑː,3,13,116.0,500.0,-906.5,-560.0
vackelsang,,ʉ̟ː,3,13,116.0,500.0,-1491.5,-426.0
vaxtorp,,eː,3,13,78.0,504.0,-1878.0,-513.5
vaxtorp,,oː,3,12,78.0,504.0,-835.0,-499.0
vaxtorp,,uː,3,13,78.0,504.0,-1061.0,-459.0
vaxtorp,,yː,3,13,78.0,504.0,-1950.0,-421.0
vaxtorp,,æː,3,21,78.0,504.0,-1709.0,-670.0
vaxtorp,,øː,3,44,78.0,504.0,-1526.0,-527.0
vaxtorp,,ɑː,3,11,78.0,504.0,-914.0,-569.5
vaxtorp,,ʉ̟ː,3,10,78.0,504.0,-1792.5,-410.0
vemdalen,,eː,3,14,102.0,266.0,-2076.5,-468.0
vemdalen,,oː,3,15,102.0,266.0,-752.0,-438.0
vemdalen,,uː,3,15,102.0,266.0,-641.0,-434.0
vemdalen,,yː,3,15,102.0,266.0,-1964.0,-416.0
vemdalen,,æː,3,29,102.0,266.0,-1764.0,-619.0
vemdalen,,øː,3,42,102.0,266.0,-1167.0,-512.0
vemdalen,,ɑː,3,14,102.0,266.0,-852.0,-532.0
vemdalen,,ʉ̟ː,3,15,102.0,266.0,-1412.0,-375.0
viby,,eː,2,15,116.0,402.0,-2204.25,-388.75
viby,,oː,2,7,116.0,402.0,-731.75,-413.5
viby,,uː,2,5,116.0,402.0,-929.5,-409.75
viby,,yː,2,7,116.0,402.0,-1728.5,-390.75
viby,,æː,2,7,116.0,402.0,-1795.0,-662.25
viby,,øː,2,19,116.0,402.0,-1455.0,-628.25
viby,,ɑː,2,7,116.0,402.0,-896.25,-606.75
viby,,ʉ̟ː,2,6,116.0,402.0,-1600.0,-442.5
vilhelmina,,eː,1,6,152.0,178.0,-2031.0,-434.5
vilhelmina,,oː,1,5,152.0,178.0,-750.0,-428.0
vilhelmina,,uː,1,5,152.0,178.0,-1267.0,-380.0
vilhelmina,,yː,1,5,152.0,178.0,-2004.0,-365.0
vilhelmina,,æː,1,11,152.0,178.0,-1701.0,-635.0
vilhelmina,,øː,1,16,152.0,178.0,-1631.0,-459.5
vilhelmina,,ɑː,1,5,152.0,178.0,-904.0,-579.0
vilhelmina,,ʉ̟ː,1,5,152.0,178.0,-1693.0,-362.0
villberga,,eː,3,23,166.0,379.0,-2064.0,-484.0
villberga,,oː,3,12,166.0,379.0,-729.0,-460.0
villberga,,uː,3,12,166.0,379.0,-659.0,-309.5
villberga,,yː,3,14,166.0,379.0,-2092.5,-410.5
villberga,,æː,3,17,166.0,379.0,-1678.0,-611.0
villberga,,øː,3,40,166.0,379.0,-1443.0,-552.0
villberga,,ɑː,3,14,166.0,379.0,-938.5,-586.5
villberga,,ʉ̟ː,3,17,166.0,379.0,-1533.0,-402.0
