method,grouping,village,speaker,pair,first_vowel,second_vowel,display_x,display_y,geo_x,geo_y
fasttrack,village,nysatra,,yː->ʉ̟ː,yː,ʉ̟ː,-1833.5,-404.0,228.0,188.0
fasttrack,village,nysatra,,ʉ̟ː->øː,ʉ̟ː,øː,-1603.75,-460.0,228.0,188.0
fasttrack,village,ockelbo,,uː->oː,uː,oː,-778.75,-420.0,156.0,328.0
fasttrack,village,ockelbo,,oː->ɑː,oː,ɑː,-904.5,-510.5,156.0,328.0
fasttrack,village,ockelbo,,ɑː->æː,ɑː,æː,-1319.75,-629.25,156.0,328.0
fasttrack,village,ockelbo,,æː->eː,æː,eː,-1795.5,-573.75,156.0,328.0
fasttrack,village,ockelbo,,yː->ʉ̟ː,yː,ʉ̟ː,-1793.5,-375.5,156.0,328.0
fasttrack,village,ockelbo,,ʉ̟ː->øː,ʉ̟ː,øː,-1580.0,-463.0,156.0,328.0
fasttrack,village,orust,,uː->oː,uː,oː,-790.0,-430.75,49.0,436.0
fasttrack,village,orust,,oː->ɑː,oː,ɑː,-814.5,-501.25,49.0,436.0
fasttrack,village,orust,,ɑː->æː,ɑː,æː,-1398.5,-541.5,49.0,436.0
fasttrack,village,orust,,æː->eː,æː,eː,-2072.5,-491.25,49.0,436.0
fasttrack,village,orust,,yː->ʉ̟ː,yː,ʉ̟ː,-1674.5,-399.75,49.0,436.0
fasttrack,village,orust,,ʉ̟ː->øː,ʉ̟ː,øː,-1672.5,-442.25,49.0,436.0
fasttrack,village,ossjo,,uː->oː,uː,oː,-1337.5,-415.0,74.0,515.0
fasttrack,village,ossjo,,oː->ɑː,oː,ɑː,-1055.5,-497.5,74.0,515.0
fasttrack,village,ossjo,,ɑː->æː,ɑː,æː,-1386.25,-592.5,74.0,515.0
fasttrack,village,ossjo,,æː->eː,æː,eː,-1912.25,-558.0,74.0,515.0
fasttrack,village,ossjo,,yː->ʉ̟ː,yː,ʉ̟ː,-1748.0,-363.5,74.0,515.0
fasttrack,village,ossjo,,ʉ̟ː->øː,ʉ̟ː,øː,-1477.75,-400.0,74.0,515.0
fasttrack,village,ostad,,uː->oː,uː,oː,-857.875,-433.25,63.0,445.0
fasttrack,village,ostad,,oː->ɑː,oː,ɑː,-885.0,-509.5,63.0,445.0
fasttrack,village,ostad,,ɑː->æː,ɑː,æː,-1366.625,-595.875,63.0,445.0
fasttrack,village,ostad,,æː->eː,æː,eː,-1892.875,-540.625,63.0,445.0
fasttrack,village,ostad,,yː->ʉ̟ː,yː,ʉ̟ː,-1626.625,-390.625,63.0,445.0
fasttrack,village,ostad,,ʉ̟ː->øː,ʉ̟ː,øː,-1559.75,-442.625,63.0,445.0
fasttrack,village,ovanaker,,uː->oː,uː,oː,-685.5,-420.0,140.0,310.0
fasttrack,village,ovanaker,,oː->ɑː,oː,ɑː,-792.0,-509.5,140.0,310.0
fasttrack,village,ovanaker,,ɑː->æː,ɑː,æː,-1256.25,-580.0,140.0,310.0
fasttrack,village,ovanaker,,æː->eː,æː,eː,-1785.75,-517.0,140.0,310.0
fasttrack,village,ovanaker,,yː->ʉ̟ː,yː,ʉ̟ː,-1683.5,-368.5,140.0,310.0
fasttrack,village,ovanaker,,ʉ̟ː->øː,ʉ̟ː,øː,-1522.0,-450.5,140.0,310.0
fasttrack,village,oxaback,,uː->oː,uː,oː,-772.75,-434.0,71.0,468.0
fasttrack,village,oxaback,,oː->ɑː,oː,ɑː,-833.25,-510.25,71.0,468.0
fasttrack,village,oxaback,,ɑː->æː,ɑː,æː,-1301.75,-585.5,71.0,468.0
fasttrack,village,oxaback,,æː->eː,æː,eː,-1869.25,-539.25,71.0,468.0
fasttrack,village,oxaback,,yː->ʉ̟ː,yː,ʉ̟ː,-1735.25,-398.25,71.0,468.0
fasttrack,village,oxaback,,ʉ̟ː->øː,ʉ̟ː,øː,-1501.5,-432.0,71.0,468.0
fasttrack,village,pitea,,uː->oː,uː,oː,-816.5,-445.5,233.0,141.0
fasttrack,village,pitea,,oː->ɑː,oː,ɑː,-855.0,-543.0,233.0,141.0
fasttrack,village,pitea,,ɑː->æː,ɑː,æː,-1293.0,-657.75,233.0,141.0
fasttrack,village,pitea,,æː->eː,æː,eː,-1793.0,-584.5,233.0,141.0
fasttrack,village,pitea,,yː->ʉ̟ː,yː,ʉ̟ː,-1802.75,-385.0,233.0,141.0
fasttrack,village,pitea,,ʉ̟ː->øː,ʉ̟ː,øː,-1648.5,-448.75,233.0,141.0
fasttrack,village,ragunda,,uː->oː,uː,oː,-933.75,-458.0,145.0,241.0
fasttrack,village,ragunda,,oː->ɑː,oː,ɑː,-858.0,-519.0,145.0,241.0
fasttrack,village,ragunda,,ɑː->æː,ɑː,æː,-1248.0,-585.5,145.0,241.0
fasttrack,village,ragunda,,æː->eː,æː,eː,-1780.0,-561.0,145.0,241.0
fasttrack,village,ragunda,,yː->ʉ̟ː,yː,ʉ̟ː,-1783.0,-425.0,145.0,241.0
fasttrack,village,ragunda,,ʉ̟ː->øː,ʉ̟ː,øː,-1445.5,-495.5,145.0,241.0
fasttrack,village,ref,,uː->oː,uː,oː,-683.0,-407.5,185.0,379.0
fasttrack,village,ref,,oː->ɑː,oː,ɑː,-833.0,-540.5,185.0,379.0
fasttrack,village,ref,,ɑː->æː,ɑː,æː,-1115.0,-687.5,185.0,379.0
fasttrack,village,ref,,æː->eː,æː,eː,-1817.0,-592.0,185.0,379.0
fasttrack,village,ref,,yː->ʉ̟ː,yː,ʉ̟ː,-1637.5,-305.5,185.0,379.0
fasttrack,village,ref,,ʉ̟ː->øː,ʉ̟ː,øː,-1245.5,-420.0,185.0,379.0
fasttrack,village,rimforsa,,uː->oː,uː,oː,-843.75,-444.5,134.0,437.0
fasttrack,village,rimforsa,,oː->ɑː,oː,ɑː,-861.75,-494.0,134.0,437.0
fasttrack,village,rimforsa,,ɑː->æː,ɑː,æː,-1273.5,-602.25,134.0,437.0
fasttrack,village,rimforsa,,æː->eː,æː,eː,-1772.5,-549.75,134.0,437.0
fasttrack,village,rimforsa,,yː->ʉ̟ː,yː,ʉ̟ː,-1705.0,-437.0,134.0,437.0
fasttrack,village,rimforsa,,ʉ̟ː->øː,ʉ̟ː,øː,-1453.75,-512.75,134.0,437.0
fasttrack,village,s_finnskoga,,uː->oː,uː,oː,-701.75,-409.5,74.0,333.0
fasttrack,village,s_finnskoga,,oː->ɑː,oː,ɑː,-813.0,-522.5,74.0,333.0
fasttrack,village,s_finnskoga,,ɑː->æː,ɑː,æː,-1427.75,-610.5,74.0,333.0
fasttrack,village,s_finnskoga,,æː->eː,æː,eː,-1939.0,-536.75,74.0,333.0
fasttrack,village,s_finnskoga,,yː->ʉ̟ː,yː,ʉ̟ː,-1829.75,-398.25,74.0,333.0
fasttrack,village,s_finnskoga,,ʉ̟ː->øː,ʉ̟ː,øː,-1587.5,-465.75,74.0,333.0
fasttrack,village,s_mellosa,,uː->oː,uː,oː,-864.25,-417.0,129.0,395.0
fasttrack,village,s_mellosa,,oː->ɑː,oː,ɑː,-838.75,-487.0,129.0,395.0
fasttrack,village,s_mellosa,,ɑː->æː,ɑː,æː,-1377.5,-596.5,129.0,395.0
fasttrack,village,s_mellosa,,æː->eː,æː,eː,-2060.0,-514.5,129.0,395.0
fasttrack,village,s_mellosa,,yː->ʉ̟ː,yː,ʉ̟ː,-1736.25,-406.0,129.0,395.0
fasttrack,village,s_mellosa,,ʉ̟ː->øː,ʉ̟ː,øː,-1537.0,-498.5,129.0,395.0
fasttrack,village,saltvik,,uː->oː,uː,oː,-700.0,-403.5,221.0,350.0
fasttrack,village,saltvik,,oː->ɑː,oː,ɑː,-845.0,-518.5,221.0,350.0
fasttrack,village,saltvik,,ɑː->æː,ɑː,æː,-1258.5,-651.0,221.0,350.0
fasttrack,village,saltvik,,æː->eː,æː,eː,-1686.25,-605.5,221.0,350.0
fasttrack,village,saltvik,,yː->ʉ̟ː,yː,ʉ̟ː,-1500.5,-389.0,221.0,350.0
fasttrack,village,saltvik,,ʉ̟ː->øː,ʉ̟ː,øː,-1114.0,-455.0,221.0,350.0
fasttrack,village,segerstad,,uː->oː,uː,oː,-814.75,-431.25,153.0,510.0
fasttrack,village,segerstad,,oː->ɑː,oː,ɑː,-882.5,-490.0,153.0,510.0
fasttrack,village,segerstad,,ɑː->æː,ɑː,æː,-1288.25,-555.5,153.0,510.0
fasttrack,village,segerstad,,æː->eː,æː,eː,-1834.0,-521.5,153.0,510.0
fasttrack,village,segerstad,,yː->ʉ̟ː,yː,ʉ̟ː,-1826.0,-378.5,153.0,510.0
fasttrack,village,segerstad,,ʉ̟ː->øː,ʉ̟ː,øː,-1607.5,-439.5,153.0,510.0
fasttrack,village,skee,,uː->oː,uː,oː,-667.5,-346.5,42.0,404.0
fasttrack,village,skee,,oː->ɑː,oː,ɑː,-772.5,-436.0,42.0,404.0
fasttrack,village,skee,,ɑː->æː,ɑː,æː,-1312.0,-533.0,42.0,404.0
fasttrack,village,skee,,æː->eː,æː,eː,-1838.0,-492.75,42.0,404.0
fasttrack,village,skee,,yː->ʉ̟ː,yː,ʉ̟ː,-1583.25,-362.25,42.0,404.0
fasttrack,village,skee,,ʉ̟ː->øː,ʉ̟ː,øː,-1535.5,-415.0,42.0,404.0
fasttrack,village,skinnskatteberg,,uː->oː,uː,oː,-954.25,-391.625,135.0,371.0
fasttrack,village,skinnskatteberg,,oː->ɑː,oː,ɑː,-916.875,-493.875,135.0,371.0
fasttrack,village,skinnskatteberg,,ɑː->æː,ɑː,æː,-1165.0,-575.125,135.0,371.0
fasttrack,village,skinnskatteberg,,æː->eː,æː,eː,-1446.5,-534.375,135.0,371.0
fasttrack,village,skinnskatteberg,,yː->ʉ̟ː,yː,ʉ̟ː,-1425.125,-360.0,135.0,371.0
fasttrack,village,skinnskatteberg,,ʉ̟ː->øː,ʉ̟ː,øː,-1443.625,-441.0,135.0,371.0
fasttrack,village,skog,,uː->oː,uː,oː,-760.5,-441.5,157.0,317.0
fasttrack,village,skog,,oː->ɑː,oː,ɑː,-849.0,-514.5,157.0,317.0
fasttrack,village,skog,,ɑː->æː,ɑː,æː,-1267.25,-597.75,157.0,317.0
fasttrack,village,skog,,æː->eː,æː,eː,-1808.25,-552.25,157.0,317.0
fasttrack,village,skog,,yː->ʉ̟ː,yː,ʉ̟ː,-1827.5,-427.5,157.0,317.0
fasttrack,village,skog,,ʉ̟ː->øː,ʉ̟ː,øː,-1590.0,-480.5,157.0,317.0
fasttrack,village,skuttunge,,uː->oː,uː,oː,-798.625,-348.375,171.0,364.0
fasttrack,village,skuttunge,,oː->ɑː,oː,ɑː,-893.5,-467.0,171.0,364.0
fasttrack,village,skuttunge,,ɑː->æː,ɑː,æː,-1416.25,-559.875,171.0,364.0
fasttrack,village,skuttunge,,æː->eː,æː,eː,-1789.625,-531.875,171.0,364.0
fasttrack,village,skuttunge,,yː->ʉ̟ː,yː,ʉ̟ː,-1778.5,-361.625,171.0,364.0
fasttrack,village,skuttunge,,ʉ̟ː->øː,ʉ̟ː,øː,-1522.25,-447.125,171.0,364.0
fasttrack,village,sorsele,,uː->oː,uː,oː,-1087.125,-450.25,166.0,143.0
fasttrack,village,sorsele,,oː->ɑː,oː,ɑː,-1162.5,-577.25,166.0,143.0
fasttrack,village,sorsele,,ɑː->æː,ɑː,æː,-1269.0,-682.25,166.0,143.0
fasttrack,village,sorsele,,æː->eː,æː,eː,-1740.5,-603.25,166.0,143.0
fasttrack,village,sorsele,,yː->ʉ̟ː,yː,ʉ̟ː,-1867.875,-393.25,166.0,143.0
fasttrack,village,sorsele,,ʉ̟ː->øː,ʉ̟ː,øː,-1681.25,-463.25,166.0,143.0
fasttrack,village,sorunda,,uː->oː,uː,oː,-859.0,-393.125,181.0,406.0
fasttrack,village,sorunda,,oː->ɑː,oː,ɑː,-867.625,-501.125,181.0,406.0
fasttrack,village,sorunda,,ɑː->æː,ɑː,æː,-1316.25,-652.75,181.0,406.0
fasttrack,village,sorunda,,æː->eː,æː,eː,-1928.875,-570.5,181.0,406.0
fasttrack,village,sorunda,,yː->ʉ̟ː,yː,ʉ̟ː,-1717.0,-388.0,181.0,406.0
fasttrack,village,sorunda,,ʉ̟ː->øː,ʉ̟ː,øː,-1522.0,-504.75,181.0,406.0
fasttrack,village,sproge,,uː->oː,uː,oː,-828.75,-428.75,190.0,475.0
fasttrack,village,sproge,,oː->ɑː,oː,ɑː,-908.75,-497.75,190.0,475.0
fasttrack,village,sproge,,ɑː->æː,ɑː,æː,-1409.25,-520.75,190.0,475.0
fasttrack,village,sproge,,æː->eː,æː,eː,-1808.0,-460.0,190.0,475.0
fasttrack,village,sproge,,yː->ʉ̟ː,yː,ʉ̟ː,-1610.5,-365.5,190.0,475.0
fasttrack,village,sproge,,ʉ̟ː->øː,ʉ̟ː,øː,-1419.5,-414.0,190.0,475.0
fasttrack,village,st_anna,,uː->oː,uː,oː,-813.125,-434.25,157.0,436.0
fasttrack,village,st_anna,,oː->ɑː,oː,ɑː,-840.75,-496.625,157.0,436.0
fasttrack,village,st_anna,,ɑː->æː,ɑː,æː,-1288.25,-592.25,157.0,436.0
fasttrack,village,st_anna,,æː->eː,æː,eː,-1888.625,-518.75,157.0,436.0
fasttrack,village,st_anna,,yː->ʉ̟ː,yː,ʉ̟ː,-1812.75,-424.0,157.0,436.0
fasttrack,village,st_anna,,ʉ̟ː->øː,ʉ̟ː,øː,-1477.875,-508.625,157.0,436.0
fasttrack,village,stenberga,,uː->oː,uː,oː,-860.5,-419.0,128.0,474.0
fasttrack,village,stenberga,,oː->ɑː,oː,ɑː,-875.5,-513.5,128.0,474.0
fasttrack,village,stenberga,,ɑː->æː,ɑː,æː,-1448.0,-582.0,128.0,474.0
fasttrack,village,stenberga,,æː->eː,æː,eː,-2173.0,-510.0,128.0,474.0
fasttrack,village,stenberga,,yː->ʉ̟ː,yː,ʉ̟ː,-1689.0,-392.5,128.0,474.0
fasttrack,village,stenberga,,ʉ̟ː->øː,ʉ̟ː,øː,-1549.5,-426.5,128.0,474.0
fasttrack,village,storsjo,,uː->oː,uː,oː,-810.0,-466.0,87.0,251.0
fasttrack,village,storsjo,,oː->ɑː,oː,ɑː,-846.5,-533.0,87.0,251.0
fasttrack,village,storsjo,,ɑː->æː,ɑː,æː,-1292.5,-618.75,87.0,251.0
fasttrack,village,storsjo,,æː->eː,æː,eː,-1939.0,-578.25,87.0,251.0
fasttrack,village,storsjo,,yː->ʉ̟ː,yː,ʉ̟ː,-1892.0,-391.75,87.0,251.0
fasttrack,village,storsjo,,ʉ̟ː->øː,ʉ̟ː,øː,-1382.0,-435.25,87.0,251.0
fasttrack,village,strom,,uː->oː,uː,oː,-715.5,-424.75,132.0,211.0
fasttrack,village,strom,,oː->ɑː,oː,ɑː,-835.5,-517.5,132.0,211.0
fasttrack,village,strom,,ɑː->æː,ɑː,æː,-1289.75,-603.75,132.0,211.0
fasttrack,village,strom,,æː->eː,æː,eː,-1888.25,-540.75,132.0,211.0
fasttrack,village,strom,,yː->ʉ̟ː,yː,ʉ̟ː,-1924.75,-360.5,132.0,211.0
fasttrack,village,strom,,ʉ̟ː->øː,ʉ̟ː,øː,-1421.0,-419.25,132.0,211.0
fasttrack,village,tjallmo,,uː->oː,uː,oː,-745.0,-399.25,128.0,416.0
fasttrack,village,tjallmo,,oː->ɑː,oː,ɑː,-803.5,-483.5,128.0,416.0
fasttrack,village,tjallmo,,ɑː->æː,ɑː,æː,-1295.25,-575.0,128.0,416.0
fasttrack,village,tjallmo,,æː->eː,æː,eː,-1981.75,-499.25,128.0,416.0
fasttrack,village,tjallmo,,yː->ʉ̟ː,yː,ʉ̟ː,-1774.0,-417.0,128.0,416.0
fasttrack,village,tjallmo,,ʉ̟ː->øː,ʉ̟ː,øː,-1436.75,-496.5,128.0,416.0
fasttrack,village,torhamn,,uː->oː,uː,oː,-799.25,-433.25,135.0,521.0
fasttrack,village,torhamn,,oː->ɑː,oː,ɑː,-872.25,-515.5,135.0,521.0
fasttrack,village,torhamn,,ɑː->æː,ɑː,æː,-1447.75,-577.5,135.0,521.0
fasttrack,village,torhamn,,æː->eː,æː,eː,-2061.25,-518.75,135.0,521.0
fasttrack,village,torhamn,,yː->ʉ̟ː,yː,ʉ̟ː,-1919.0,-396.0,135.0,521.0
fasttrack,village,torhamn,,ʉ̟ː->øː,ʉ̟ː,øː,-1721.0,-461.0,135.0,521.0
fasttrack,village,torp,,uː->oː,uː,oː,-782.375,-414.125,145.0,265.0
fasttrack,village,torp,,oː->ɑː,oː,ɑː,-886.125,-510.125,145.0,265.0
fasttrack,village,torp,,ɑː->æː,ɑː,æː,-1392.625,-582.625,145.0,265.0
fasttrack,village,torp,,æː->eː,æː,eː,-1871.25,-488.0,145.0,265.0
fasttrack,village,torp,,yː->ʉ̟ː,yː,ʉ̟ː,-1777.625,-384.25,145.0,265.0
fasttrack,village,torp,,ʉ̟ː->øː,ʉ̟ː,øː,-1627.375,-469.375,145.0,265.0
fasttrack,village,torsas,,uː->oː,uː,oː,-898.75,-410.0,144.0,504.0
fasttrack,village,torsas,,oː->ɑː,oː,ɑː,-921.5,-489.25,144.0,504.0
fasttrack,village,torsas,,ɑː->æː,ɑː,æː,-1259.25,-594.5,144.0,504.0
fasttrack,village,torsas,,æː->eː,æː,eː,-1724.5,-556.0,144.0,504.0
fasttrack,village,torsas,,yː->ʉ̟ː,yː,ʉ̟ː,-1755.5,-386.5,144.0,504.0
fasttrack,village,torsas,,ʉ̟ː->øː,ʉ̟ː,øː,-1641.25,-456.75,144.0,504.0
fasttrack,village,torso,,uː->oː,uː,oː,-722.5,-389.5,95.0,414.0
fasttrack,village,torso,,oː->ɑː,oː,ɑː,-775.0,-452.5,95.0,414.0
fasttrack,village,torso,,ɑː->æː,ɑː,æː,-1296.25,-553.25,95.0,414.0
fasttrack,village,torso,,æː->eː,æː,eː,-1948.25,-497.75,95.0,414.0
fasttrack,village,torso,,yː->ʉ̟ː,yː,ʉ̟ː,-1868.5,-376.5,95.0,414.0
fasttrack,village,torso,,ʉ̟ː->øː,ʉ̟ː,øː,-1609.0,-429.75,95.0,414.0
fasttrack,village,v_vingaker,,uː->oː,uː,oː,-727.0,-402.0,139.0,402.0
fasttrack,village,v_vingaker,,oː->ɑː,oː,ɑː,-809.5,-482.25,139.0,402.0
fasttrack,village,v_vingaker,,ɑː->æː,ɑː,æː,-1264.0,-582.25,139.0,402.0
fasttrack,village,v_vingaker,,æː->eː,æː,eː,-1841.75,-534.25,139.0,402.0
fasttrack,village,v_vingaker,,yː->ʉ̟ː,yː,ʉ̟ː,-1870.0,-396.25,139.0,402.0
fasttrack,village,v_vingaker,,ʉ̟ː->øː,ʉ̟ː,øː,-1534.25,-459.25,139.0,402.0
fasttrack,village,vackelsang,,uː->oː,uː,oː,-973.75,-450.25,116.0,500.0
fasttrack,village,vackelsang,,oː->ɑː,oː,ɑː,-866.0,-505.25,116.0,500.0
fasttrack,village,vackelsang,,ɑː->æː,ɑː,æː,-1347.75,-592.75,116.0,500.0
fasttrack,village,vackelsang,,æː->eː,æː,eː,-1829.25,-529.25,116.0,500.0
fasttrack,village,vackelsang,,yː->ʉ̟ː,yː,ʉ̟ː,-1603.75,-429.75,116.0,500.0
fasttrack,village,vackelsang,,ʉ̟ː->øː,ʉ̟ː,øː,-1533.75,-429.75,116.0,500.0
fasttrack,village,vaxtorp,,uː->oː,uː,oː,-948.0,-479.0,78.0,504.0
fasttrack,village,vaxtorp,,oː->ɑː,oː,ɑː,-874.5,-534.25,78.0,504.0
fasttrack,village,vaxtorp,,ɑː->æː,ɑː,æː,-1311.5,-619.75,78.0,504.0
fasttrack,village,vaxtorp,,æː->eː,æː,eː,-1793.5,-591.75,78.0,504.0
fasttrack,village,vaxtorp,,yː->ʉ̟ː,yː,ʉ̟ː,-1871.25,-415.5,78.0,504.0
fasttrack,village,vaxtorp,,ʉ̟ː->øː,ʉ̟ː,øː,-1659.25,-468.5,78.0,504.0
fasttrack,village,vemdalen,,uː->oː,uː,oː,-696.5,-436.0,102.0,266.0
fasttrack,village,vemdalen,,oː->ɑː,oː,ɑː,-802.0,-485.0,102.0,266.0
fasttrack,village,vemdalen,,ɑː->æː,ɑː,æː,-1308.0,-575.5,102.0,266.0
fasttrack,village,vemdalen,,æː->eː,æː,eː,-1920.25,-543.5,102.0,266.0
fasttrack,village,vemdalen,,yː->ʉ̟ː,yː,ʉ̟ː,-1688.0,-395.5,102.0,266.0
fasttrack,village,vemdalen,,ʉ̟ː->øː,ʉ̟ː,øː,-1289.5,-443.5,102.0,266.0
fasttrack,village,viby,,uː->oː,uː,oː,-830.625,-411.625,116.0,402.0
fasttrack,village,viby,,oː->ɑː,oː,ɑː,-814.0,-510.125,116.0,402.0
fasttrack,village,viby,,ɑː->æː,ɑː,æː,-1345.625,-634.5,116.0,402.0
fasttrack,village,viby,,æː->eː,æː,eː,-1999.625,-525.5,116.0,402.0
fasttrack,village,viby,,yː->ʉ̟ː,yː,ʉ̟ː,-1664.25,-416.625,116.0,402.0
fasttrack,village,viby,,ʉ̟ː->øː,ʉ̟ː,øː,-1527.5,-535.375,116.0,402.0
fasttrack,village,vilhelmina,,uː->oː,uː,oː,-1008.5,-404.0,152.0,178.0
fasttrack,village,vilhelmina,,oː->ɑː,oː,ɑː,-827.0,-503.5,152.0,178.0
fasttrack,village,vilhelmina,,ɑː->æː,ɑː,æː,-1302.5,-607.0,152.0,178.0
fasttrack,village,vilhelmina,,æː->eː,æː,eː,-1866.0,-534.75,152.0,178.0
fasttrack,village,vilhelmina,,yː->ʉ̟ː,yː,ʉ̟ː,-1848.5,-363.5,152.0,178.0
fasttrack,village,vilhelmina,,ʉ̟ː->øː,ʉ̟ː,øː,-1662.0,-410.75,152.0,178.0
fasttrack,village,villberga,,uː->oː,uː,oː,-694.0,-384.75,166.0,379.0
fasttrack,village,villberga,,oː->ɑː,oː,ɑː,-833.75,-523.25,166.0,379.0
fasttrack,village,villberga,,ɑː->æː,ɑː,æː,-1308.25,-598.75,166.0,379.0
fasttrack,village,villberga,,æː->eː,æː,eː,-1871.0,-547.5,166.0,379.0
fasttrack,village,villberga,,yː->ʉ̟ː,yː,ʉ̟ː,-1812.75,-406.25,166.0,379.0
fasttrack,village,villberga,,ʉ̟ː->øː,ʉ̟ː,øː,-1488.0,-477.0,166.0,379.0
