village,vowel,n_speakers,geo_x,geo_y,display_x,display_y
ockelbo,yː,3,156.0,328.0,-12.768146053,-3.76603256213
ockelbo,æː,3,156.0,328.0,-11.599784692850001,-6.341412787145
ockelbo,øː,3,156.0,328.0,-11.1016060081,-5.33635711439
ockelbo,ɑː,3,156.0,328.0,-8.64657718121,-5.61637436099
ockelbo,ʉ̟ː,3,156.0,328.0,-11.7560641238,-3.79493367565
orsa,eː,2,113.0,319.0,-13.094976636599998,-4.2796243746750005
orsa,uː,4,113.0,319.0,-7.184761988875,-4.2004794271525
orsa,æː,3,113.0,319.0,-11.9148824494,-4.90180634662
orsa,ɑː,1,113.0,319.0,-8.287326985035,-5.50198172562
orust,eː,3,49.0,436.0,-13.7088038278,-4.43068229316
orust,oː,3,49.0,436.0,-6.93969819654,-4.53916425321
orust,uː,3,49.0,436.0,-7.39827371614,-4.0563627290349995
orust,yː,3,49.0,436.0,-11.6387071608,-4.10801687764
orust,æː,3,49.0,436.0,-12.7542261689,-5.23991233032
orust,øː,3,49.0,436.0,-11.6223709902,-4.875668075489999
orust,ɑː,3,49.0,436.0,-7.72505649718,-5.30657834311
orust,ʉ̟ː,3,49.0,436.0,-12.0007608696,-3.9142678128800004
ossjo,eː,3,74.0,515.0,-13.17539093325,-4.60194719472
ossjo,oː,3,74.0,515.0,-9.18022779043,-4.58404624277
ossjo,uː,3,74.0,515.0,-11.3601817149,-3.708002707955
ossjo,yː,3,74.0,515.0,-13.00190534415,-3.871637716075
ossjo,æː,3,74.0,515.0,-12.20914487145,-6.16223583461
ossjo,øː,3,74.0,515.0,-10.90396455745,-4.54812204802
ossjo,ɑː,3,74.0,515.0,-8.51542934415,-5.20194143602
ossjo,ʉ̟ː,3,74.0,515.0,-11.084048583,-3.45306689835
ostad,eː,3,63.0,445.0,-12.93605987355,-4.45247010602
ostad,oː,3,63.0,445.0,-7.62625488108,-4.39428571429
ostad,uː,3,63.0,445.0,-7.57978647687,-3.9560099274650002
ostad,yː,3,63.0,445.0,-12.0433151295,-3.985691502385
ostad,æː,3,63.0,445.0,-12.4734839727,-5.76160874658
ostad,øː,3,63.0,445.0,-11.2363126253,-4.83182491286
ostad,ɑː,2,63.0,445.0,-8.159912675792501,-5.5734928257
ostad,ʉ̟ː,3,63.0,445.0,-11.70769121445,-3.59594973102
ovanaker,eː,3,140.0,310.0,-12.7053164557,-4.31193979933
ovanaker,oː,3,140.0,310.0,-6.76008915305,-4.57508467575
ovanaker,uː,3,140.0,310.0,-6.06160831089,-3.81415989739
ovanaker,yː,3,140.0,310.0,-12.2373490112,-3.64968130922
ovanaker,æː,3,140.0,310.0,-11.7660795172,-5.76941750028
ovanaker,øː,3,140.0,310.0,-10.910709419349999,-5.14259050684
ovanaker,ɑː,3,140.0,310.0,-7.59308677098,-5.4112152502
ovanaker,ʉ̟ː,3,140.0,310.0,-11.4569816643,-3.7756745182
oxaback,eː,3,71.0,468.0,-13.1431,-4.63766062603
oxaback,oː,3,71.0,468.0,-6.971567240755,-4.56611570248
oxaback,uː,3,71.0,468.0,-7.13,-4.08929054054
oxaback,yː,3,71.0,468.0,-13.11841192655,-4.07053254438
oxaback,æː,3,71.0,468.0,-11.916823971300001,-5.83737753596
oxaback,øː,3,71.0,468.0,-11.3728794326,-4.68656668783
oxaback,ɑː,3,71.0,468.0,-7.93877612502,-5.43187410238
oxaback,ʉ̟ː,3,71.0,468.0,-10.8156612715,-3.924050438345
pitea,eː,3,233.0,141.0,-12.7577148739,-4.70390609537
pitea,oː,3,233.0,141.0,-7.13,-4.60194719472
pitea,uː,3,233.0,141.0,-7.571647350725,-4.26590829913
pitea,yː,3,233.0,141.0,-12.7941268585,-3.82374427916
pitea,æː,3,233.0,141.0,-11.7640706744,-6.476871352645
pitea,øː,3,233.0,141.0,-11.634616294299999,-4.98410560537
pitea,ɑː,3,233.0,141.0,-8.07223839224,-5.92848954299
pitea,ʉ̟ː,3,233.0,141.0,-11.8000881786,-3.91931914894
ragunda,eː,3,145.0,241.0,-12.8475869121,-4.95386363636
ragunda,oː,3,145.0,241.0,-7.43222381636,-4.7881390593
ragunda,uː,3,145.0,241.0,-8.759281232300001,-4.302102285369999
ragunda,yː,3,145.0,241.0,-13.1266583229,-4.29355648536
ragunda,æː,3,145.0,241.0,-11.5525336323,-5.89691233514
ragunda,øː,3,145.0,241.0,-10.4524096386,-5.51840379297
ragunda,ɑː,3,145.0,241.0,-7.82929775281,-5.36969359331
ragunda,ʉ̟ː,3,145.0,241.0,-11.2276940705,-4.20117647059
rimforsa,eː,3,134.0,437.0,-12.7750912362,-4.51214581607
rimforsa,oː,3,134.0,437.0,-7.1749769865449995,-4.284214543345
rimforsa,uː,3,134.0,437.0,-7.88742037102,-4.56611570248
rimforsa,yː,3,134.0,437.0,-12.2463439437,-4.316529866235
rimforsa,æː,3,134.0,437.0,-11.5772579743,-6.11198743189
rimforsa,øː,3,134.0,437.0,-10.0716101172,-5.62449685535
rimforsa,ɑː,3,134.0,437.0,-8.11629450398,-5.41949980151
rimforsa,ʉ̟ː,3,134.0,437.0,-11.624312119399999,-4.39884144166
s_finnskoga,eː,3,74.0,333.0,-12.5492298391,-4.39428571429
s_finnskoga,oː,3,74.0,333.0,-7.112429182335,-4.533882870815
s_finnskoga,uː,3,74.0,333.0,-5.927973623554999,-3.65452706711
s_finnskoga,yː,3,74.0,333.0,-13.148019364949999,-3.926500784835
s_finnskoga,æː,3,74.0,333.0,-13.047161084799999,-6.01019154222
s_finnskoga,øː,3,74.0,333.0,-11.3389707137,-5.14258708665
s_finnskoga,ɑː,3,74.0,333.0,-7.54254050233,-5.660962054555
s_finnskoga,ʉ̟ː,3,74.0,333.0,-11.59352960565,-4.06500337779
s_mellosa,eː,3,129.0,395.0,-13.9877763239,-4.0611376765900005
s_mellosa,oː,3,129.0,395.0,-6.72739856014,-4.06114164905
s_mellosa,uː,3,129.0,395.0,-8.53342789598,-4.28435328589
s_mellosa,yː,3,129.0,395.0,-12.43888184545,-3.99514628639
s_mellosa,æː,3,129.0,395.0,-12.3231341301,-5.94424148607
s_mellosa,øː,3,129.0,395.0,-10.8155005506,-5.61637436099
s_mellosa,ɑː,3,129.0,395.0,-8.22240549828,-5.5019849743
s_mellosa,ʉ̟ː,3,129.0,395.0,-11.6672080089,-4.14537489469
saltvik,eː,3,221.0,350.0,-12.310147300699999,-4.9538320227699995
saltvik,oː,3,221.0,350.0,-6.84671597633,-4.40339716903
saltvik,uː,3,221.0,350.0,-6.1929969419,-3.67888172043
saltvik,yː,3,221.0,350.0,-12.922701174,-4.07053254438
saltvik,æː,3,221.0,350.0,-11.3982101388,-6.57711286089
saltvik,øː,3,221.0,350.0,-9.65627333122,-5.24413130504
saltvik,ɑː,3,221.0,350.0,-8.19754989677,-5.71342465753
saltvik,ʉ̟ː,3,221.0,350.0,-8.687262040535,-3.7467238422
sarna,eː,1,87.0,296.0,-12.70704221815,-4.498535614975
sarna,oː,1,87.0,296.0,-7.26168657257,-4.43976724855
sarna,uː,2,87.0,296.0,-6.3251821625875,-3.31902082424
sarna,æː,1,87.0,296.0,-11.8833583577,-6.29610667455
sarna,øː,2,87.0,296.0,-10.9637725720275,-4.9911763706675
sarna,ɑː,1,87.0,296.0,-8.131911725944999,-5.684863839589999
sarna,ʉ̟ː,2,87.0,296.0,-11.408203119625,-3.4552160113325
segerstad,eː,3,153.0,510.0,-13.177477581849999,-4.62874330449
segerstad,oː,3,153.0,510.0,-7.28201334922,-4.43068607069
segerstad,uː,3,153.0,510.0,-7.40062681593,-4.177137906435
segerstad,yː,3,153.0,510.0,-13.113422415350001,-3.58074019836
segerstad,æː,3,153.0,510.0,-11.59164192135,-5.55933753943
segerstad,øː,3,153.0,510.0,-11.494518852,-4.71758719737
segerstad,ɑː,3,153.0,510.0,-8.27808153477,-5.21883767535
segerstad,ʉ̟ː,3,153.0,510.0,-11.60585986285,-4.032347021815
skee,eː,3,42.0,404.0,-12.697187753849999,-4.371358635455
skee,oː,3,42.0,404.0,-6.43574018127,-3.56162559447
skee,uː,3,42.0,404.0,-6.12365170694,-3.4332173913
skee,yː,3,42.0,404.0,-11.65693968135,-3.707990213265
skee,æː,3,42.0,404.0,-12.1808317682,-5.31964898285
skee,øː,3,42.0,404.0,-11.2578048455,-4.68657398054
skee,ɑː,3,42.0,404.0,-7.62625488108,-5.08290439693
skee,ʉ̟ː,3,42.0,404.0,-11.236035198949999,-3.5959412765499996
skinnskatteberg,eː,3,135.0,371.0,-11.6468615984,-4.92786672085
skinnskatteberg,oː,3,135.0,371.0,-7.48986075793,-4.57508467575
skinnskatteberg,uː,2,135.0,371.0,-8.98171731884,-3.5185948876
skinnskatteberg,yː,3,135.0,371.0,-11.2455022968,-3.67389366069
skinnskatteberg,æː,3,135.0,371.0,-10.3661296184,-6.32268894797
skinnskatteberg,øː,3,135.0,371.0,-10.73566917735,-5.214608538525001
skinnskatteberg,ɑː,3,135.0,371.0,-8.68200937709,-5.76160874658
skinnskatteberg,ʉ̟ː,3,135.0,371.0,-11.3219584401,-4.02349851758
skog,eː,3,157.0,317.0,-12.9294918699,-4.65547325103
skog,oː,3,157.0,317.0,-7.26856729378,-4.63766062603
skog,uː,3,157.0,317.0,-6.65071348524,-4.15469473684
skog,yː,3,157.0,317.0,-13.070447461,-4.28435328589
skog,æː,3,157.0,317.0,-11.685464426,-6.02650390156
skog,øː,3,157.0,317.0,-11.279257779,-5.21883767535
skog,ɑː,3,157.0,317.0,-7.86808689559,-5.43604918683
skog,ʉ̟ː,3,157.0,317.0,-11.6712705032,-4.25669740151
skuttunge,eː,2,171.0,364.0,-12.149232599125,-4.824973657927499
skuttunge,oː,2,171.0,364.0,-7.0507541857775,-3.9062500440525003
skuttunge,uː,2,171.0,364.0,-7.405961742865,-3.10253282056
skuttunge,yː,2,171.0,364.0,-12.89134554045,-3.512370545095
skuttunge,æː,2,171.0,364.0,-12.37150979855,-5.54659020547
skuttunge,øː,2,171.0,364.0,-10.881349729450001,-5.082900947695
skuttunge,ɑː,2,171.0,364.0,-8.610117947407499,-5.3048311182
skuttunge,ʉ̟ː,2,171.0,364.0,-11.4859953781,-3.77688330361
sorsele,eː,5,166.0,143.0,-12.4261639863,-4.90180634662
sorsele,oː,4,166.0,143.0,-10.249114750579999,-4.914525718915
sorsele,uː,4,166.0,143.0,-7.27321836457,-4.01637353051
sorsele,yː,6,166.0,143.0,-13.06069307065,-3.950069010775
sorsele,æː,6,166.0,143.0,-11.5818917265,-6.5935919286225
sorsele,øː,6,166.0,143.0,-11.731843508499999,-5.25885557338
sorsele,ɑː,6,166.0,143.0,-8.692957768235,-6.2604054561175
sorsele,ʉ̟ː,6,166.0,143.0,-12.042485883400001,-3.9055832213399997
sorunda,eː,2,181.0,406.0,-13.5564385297,-4.3611604838449995
sorunda,oː,2,181.0,406.0,-7.1709976151175,-4.0158641101875
sorunda,uː,2,181.0,406.0,-8.0569872708575,-3.879233911745
sorunda,yː,3,181.0,406.0,-12.41639935015,-3.91852551399
sorunda,æː,2,181.0,406.0,-11.86185119615,-6.5510187614625
sorunda,øː,3,181.0,406.0,-10.9107107341,-5.79360623782
sorunda,ɑː,2,181.0,406.0,-8.192447845370001,-5.76850234477
sorunda,ʉ̟ː,2,181.0,406.0,-11.413273554775,-4.0947738735425006
sproge,eː,3,190.0,475.0,-12.707069384850001,-5.10852538276
sproge,oː,3,190.0,475.0,-7.24101449275,-4.25207261509
sproge,uː,3,190.0,475.0,-7.885777556695,-4.64656693853
sproge,yː,3,190.0,475.0,-12.49332114765,-4.0658291568300005
sproge,æː,3,190.0,475.0,-13.7178197466,-4.832
sproge,øː,3,190.0,475.0,-11.0399767981,-5.09999193873
sproge,ɑː,3,190.0,475.0,-8.85115424028,-5.789611231235
sproge,ʉ̟ː,1,190.0,475.0,-10.407810202,-3.756345096715
st_anna,eː,4,157.0,436.0,-13.43540922355,-4.142667192939999
st_anna,oː,4,157.0,436.0,-6.89435933026,-4.3160913184075
st_anna,uː,4,157.0,436.0,-7.7449137024675,-4.34859907623
st_anna,yː,4,157.0,436.0,-12.84066321005,-4.145373167355
st_anna,æː,4,157.0,436.0,-11.7075421637,-5.942221506285
st_anna,øː,4,157.0,436.0,-10.063393531185,-5.6203014831499996
st_anna,ɑː,4,157.0,436.0,-8.099793652662498,-5.433395554425
st_anna,ʉ̟ː,4,157.0,436.0,-11.823837365974999,-4.3272935720375
stenberga,eː,3,128.0,474.0,-14.1694676193,-4.51214581607
stenberga,oː,3,128.0,474.0,-7.3915744069,-4.28435328589
stenberga,uː,3,128.0,474.0,-7.90028681357,-4.09865766146
stenberga,yː,3,128.0,474.0,-12.3785185185,-4.08929054054
stenberga,æː,3,128.0,474.0,-12.8988948307,-5.47714824264
stenberga,øː,3,128.0,474.0,-11.2706883748,-4.70873563218
stenberga,ɑː,3,128.0,474.0,-8.09114572516,-5.737544957
stenberga,ʉ̟ː,3,128.0,474.0,-11.343216530500001,-3.79493367565
storsjo,eː,3,87.0,251.0,-13.624026975,-4.78812467872
storsjo,oː,3,87.0,251.0,-7.1995352215,-4.91918699187
storsjo,uː,3,87.0,251.0,-7.41869346734,-4.3118783679099995
storsjo,yː,3,87.0,251.0,-13.535008489,-3.85251387111
storsjo,æː,3,87.0,251.0,-11.77899863695,-6.3112949165500005
storsjo,øː,3,87.0,251.0,-9.345521327985,-4.65547325103
storsjo,ɑː,3,87.0,251.0,-7.90028681357,-5.4772264899
storsjo,ʉ̟ː,3,87.0,251.0,-11.6059983245,-4.01805600295
strom,eː,3,132.0,211.0,-13.3595180723,-4.43976724855
strom,oː,3,132.0,211.0,-6.9681293642,-4.592985636845
strom,uː,3,132.0,211.0,-6.29992395437,-3.8853308211249997
strom,yː,3,132.0,211.0,-13.52108122605,-3.69695558586
strom,æː,3,132.0,211.0,-11.8020496856,-6.034325273795
strom,øː,3,132.0,211.0,-9.38102294914,-4.78374219741
strom,ɑː,3,132.0,211.0,-7.97073170732,-5.52660347551
strom,ʉ̟ː,3,132.0,211.0,-11.8864938922,-3.571426424275
tjallmo,eː,3,128.0,416.0,-13.8485829193,-4.18708747406
tjallmo,oː,3,128.0,416.0,-6.62133931912,-3.98572761986
tjallmo,uː,3,128.0,416.0,-7.080858992095,-4.02798643481
tjallmo,yː,3,128.0,416.0,-12.9683592126,-4.070528576955
tjallmo,æː,3,128.0,416.0,-11.908989202099999,-5.59195567732
tjallmo,øː,3,128.0,416.0,-10.225126795,-5.4690562503599995
tjallmo,ɑː,3,128.0,416.0,-7.868077853865,-5.510194383635
tjallmo,ʉ̟ː,3,128.0,416.0,-11.35297896315,-4.275003461635
torhamn,eː,3,135.0,521.0,-13.5241573813,-4.561516207005001
torhamn,oː,3,135.0,521.0,-7.32343434343,-4.51214581607
torhamn,uː,3,135.0,521.0,-7.147324113575,-4.13121414945
torhamn,yː,3,135.0,521.0,-13.0471619239,-4.0517428088
torhamn,æː,3,135.0,521.0,-12.8852510834,-5.57512265817
torhamn,øː,3,135.0,521.0,-11.5813706294,-5.2103895556849995
torhamn,ɑː,3,135.0,521.0,-8.11315416762,-5.56750492708
torhamn,ʉ̟ː,3,135.0,521.0,-12.4032845537,-3.9002725724
torp,eː,3,145.0,265.0,-12.851019678,-4.01406779661
torp,oː,3,145.0,265.0,-7.16483084758,-4.30275198662
torp,uː,3,145.0,265.0,-6.943240304405,-3.79493367565
torp,yː,2,145.0,265.0,-12.574418518875,-3.9156723381275
torp,æː,3,145.0,265.0,-12.40237609765,-5.749564316104999
torp,øː,3,145.0,265.0,-11.3643866465,-5.264792407385
torp,ɑː,3,145.0,265.0,-8.236296938190002,-5.41949980151
torp,ʉ̟ː,3,145.0,265.0,-11.650935412,-3.85251387111
torsas,eː,3,144.0,504.0,-12.6877599586,-4.58404624277
torsas,oː,3,144.0,504.0,-7.695497606929999,-4.38060334167
torsas,uː,3,144.0,504.0,-8.09743944637,-3.826999430405
torsas,yː,3,144.0,504.0,-12.38888652895,-3.76603256213
torsas,æː,3,144.0,504.0,-11.279257779,-6.14681992337
torsas,øː,3,144.0,504.0,-11.4965983852,-5.04435556862
torsas,ɑː,3,144.0,504.0,-8.379242139045001,-5.25254901961
torsas,ʉ̟ː,3,144.0,504.0,-11.875504386,-4.00462908012
torso,eː,3,95.0,414.0,-13.4946958637,-3.95731520816
torso,oː,3,95.0,414.0,-6.55492492492,-4.01406779661
torso,uː,3,95.0,414.0,-6.8251314328,-3.81415989739
torso,yː,3,95.0,414.0,-13.3210270186,-3.635051738995
torso,æː,3,95.0,414.0,-12.102715269499999,-5.76538800008
torso,øː,3,95.0,414.0,-11.4192106059,-4.628610977415001
torso,ɑː,3,95.0,414.0,-7.552786509465,-4.96251521298
torso,ʉ̟ː,3,95.0,414.0,-11.691099364500001,-3.9430808188100004
v_vingaker,eː,3,139.0,402.0,-13.0919049038,-4.47148355888
v_vingaker,oː,3,139.0,402.0,-6.889675690944999,-4.191755255005
v_vingaker,uː,3,139.0,402.0,-6.55492492492,-3.87164179104
v_vingaker,yː,3,139.0,402.0,-13.32600315455,-3.99518235793
v_vingaker,æː,3,139.0,402.0,-11.760023046299999,-5.904766806115
v_vingaker,øː,3,139.0,402.0,-10.756324586649999,-5.12557165862
v_vingaker,ɑː,3,139.0,402.0,-7.70532197057,-5.306999315015
v_vingaker,ʉ̟ː,3,139.0,402.0,-11.69758778585,-3.96169229992
vackelsang,eː,3,116.0,500.0,-12.555726541150001,-4.32111993314
vackelsang,oː,3,116.0,500.0,-7.415302373705,-4.480125671210001
vackelsang,uː,3,116.0,500.0,-9.23016223232,-4.475982810874999
vackelsang,yː,3,116.0,500.0,-11.9852230686,-4.325660178435
vackelsang,æː,3,116.0,500.0,-12.2635689517,-5.95581978531
vackelsang,øː,3,116.0,500.0,-11.4192533937,-4.3257061654
vackelsang,ɑː,3,116.0,500.0,-7.948281808685,-5.42777777778
vackelsang,ʉ̟ː,3,116.0,500.0,-11.055430652550001,-4.2563840493
vaxtorp,eː,3,78.0,504.0,-12.5885982282,-5.035388346565
vaxtorp,oː,3,78.0,504.0,-7.479367383515,-4.91048606698
vaxtorp,uː,3,78.0,504.0,-8.88589208871,-4.55713931377
vaxtorp,yː,3,78.0,504.0,-12.8407161125,-4.21044939101
vaxtorp,æː,3,78.0,504.0,-11.9579503952,-6.29992395437
vaxtorp,øː,3,78.0,504.0,-11.2061044177,-5.15108966626
vaxtorp,ɑː,3,78.0,504.0,-7.99621433542,-5.506084807875
vaxtorp,ʉ̟ː,3,78.0,504.0,-12.2765524872,-4.10801687764
vemdalen,eː,3,102.0,266.0,-13.260705849850002,-4.6364710951550006
vemdalen,oː,3,102.0,266.0,-6.90404129794,-4.3669057548
vemdalen,uː,3,102.0,266.0,-6.07715494041,-4.33029239766
vemdalen,yː,3,102.0,266.0,-12.8886646279,-4.16400673401
vemdalen,æː,3,102.0,266.0,-12.1694736842,-5.904812756715
vemdalen,øː,3,102.0,266.0,-9.47552286537,-5.0228802589
vemdalen,ɑː,3,102.0,266.0,-7.59308677098,-5.19348314607
vemdalen,ʉ̟ː,3,102.0,266.0,-10.6964887307,-3.7756745182
viby,eː,2,116.0,402.0,-13.657673962725001,-3.9066386748274997
viby,oː,2,116.0,402.0,-6.74621124399,-4.140229460815
viby,uː,3,116.0,402.0,-8.53342789598,-4.2147318111850005
viby,yː,2,116.0,402.0,-12.033413795274999,-3.9262942746125002
viby,æː,2,116.0,402.0,-12.2852834163,-6.228880908055
viby,øː,2,116.0,402.0,-10.888995291699999,-5.966807789904999
viby,ɑː,2,116.0,402.0,-7.8820638481100005,-5.7977033090425
viby,ʉ̟ː,2,116.0,402.0,-11.518589109,-4.404424457415001
vilhelmina,eː,3,152.0,178.0,-13.0438287154,-4.32102406668
vilhelmina,oː,3,152.0,178.0,-7.15082246385,-4.42159733777
vilhelmina,uː,3,152.0,178.0,-7.05995610827,-3.82376068376
vilhelmina,yː,1,152.0,178.0,-13.0237941473,-3.67888172043
vilhelmina,æː,3,152.0,178.0,-11.4903574444,-6.03044315992
vilhelmina,øː,3,152.0,178.0,-10.9867520373,-4.73526855269
vilhelmina,ɑː,3,152.0,178.0,-8.13511049724,-5.55933753943
vilhelmina,ʉ̟ː,3,152.0,178.0,-11.8952203668,-3.64968130922
villberga,eː,3,166.0,379.0,-13.2209867589,-4.779215750615
villberga,oː,3,166.0,379.0,-6.738268398444999,-4.565878405885
villberga,uː,3,166.0,379.0,-6.2160061092,-3.1261674576400003
villberga,yː,3,166.0,379.0,-13.3090213027,-4.112526852445001
villberga,æː,3,166.0,379.0,-11.8359000184,-5.84141269947
villberga,øː,3,166.0,379.0,-10.838436427049999,-5.36136942675
villberga,ɑː,3,166.0,379.0,-8.150639355165,-5.644736200105
villberga,ʉ̟ː,3,166.0,379.0,-11.2363126253,-4.03292125318
vindeln,oː,1,212.0,194.0,-8.72903139613,-4.87568228106
vindeln,uː,3,212.0,194.0,-7.4193518611550004,-3.66915662651
vindeln,yː,4,212.0,194.0,-13.0436397553,-3.98187041542
vindeln,æː,4,212.0,194.0,-11.6294478294,-6.3188919047350005
vindeln,øː,4,212.0,194.0,-11.2138152921,-5.369639058265
vindeln,ɑː,4,212.0,194.0,-9.20470584043,-6.038240447885
vindeln,ʉ̟ː,4,212.0,194.0,-11.8599977128,-3.875969686945
vora,oː,3,248.0,236.0,-7.58643898968,-4.46696554587
vora,uː,3,248.0,236.0,-8.33338180705,-4.650868022445
vora,yː,3,248.0,236.0,-13.178394471,-4.0423200833149995
vora,æː,3,248.0,236.0,-12.2260818401,-5.12557165862
vora,øː,3,248.0,236.0,-11.515286149400001,-4.628728601565
vora,ɑː,3,248.0,236.0,-9.051262020035,-5.92848954299
vora,ʉ̟ː,3,248.0,236.0,-10.363675349600001,-4.27018555224
