village,vowel,n_speakers,geo_x,geo_y,display_x,display_y,geo_position,geographic_group
aspas,eː,3,112.0,229.0,-12.42953741965,-4.832,311.77528251009113,North
aspas,oː,3,112.0,229.0,-7.13,-4.43976724855,311.77528251009113,North
aspas,uː,3,112.0,229.0,-6.70919925512,-3.45306689835,311.77528251009113,North
aspas,yː,2,112.0,229.0,-12.99996966545,-3.23103347441,311.77528251009113,North
aspas,æː,3,112.0,229.0,-11.32408678975,-6.23131629149,311.77528251009113,North
aspas,øː,3,112.0,229.0,-11.0664504922,-4.93653939886,311.77528251009113,North
aspas,ɑː,3,112.0,229.0,-7.75122708039,-5.21039294306,311.77528251009113,North
aspas,ʉ̟ː,3,112.0,229.0,-11.6996448391,-3.60084592145,311.77528251009113,North
bara,eː,3,79.0,539.0,-12.1731423029,-5.0657892612,0.6950911219785691,South
bara,oː,3,79.0,539.0,-9.190387336715,-5.060778731945,0.6950911219785691,South
bara,uː,3,79.0,539.0,-9.870653605775,-4.2055947881,0.6950911219785691,South
bara,yː,3,79.0,539.0,-11.8120484581,-4.2981080756650005,0.6950911219785691,South
bara,æː,3,79.0,539.0,-10.8248235294,-5.81753894081,0.6950911219785691,South
bara,øː,3,79.0,539.0,-10.0716101172,-5.197712291045001,0.6950911219785691,South
bara,ɑː,3,79.0,539.0,-8.523496055915,-5.1934288173,0.6950911219785691,South
bara,ʉ̟ː,3,79.0,539.0,-10.2886427267,-4.23358891899,0.6950911219785691,South
bengtsf,eː,3,62.0,401.0,-13.61640032135,-4.04233601354,133.76174405913517,Centre
bengtsf,oː,3,62.0,401.0,-6.95392423685,-4.55713931377,133.76174405913517,Centre
bengtsf,uː,3,62.0,401.0,-6.51783377209,-3.94757015431,133.76174405913517,Centre
bengtsf,yː,3,62.0,401.0,-11.96560024465,-3.895504841805,133.76174405913517,Centre
bengtsf,æː,3,62.0,401.0,-12.3637133151,-5.54298342541,133.76174405913517,Centre
