region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,-11.439016179018203,-3.8573457914000775,-10.744925171447598,-5.203699596940723,1.5147378969591263,-62.72736083074781,ʉ̟ː->øː,ʉ̟ː,øː
Centre,114.57844242616318,-11.555647620919393,-4.10314218828173,-11.066598301072315,-5.082594494642198,1.094758447182633,-63.46663217198745,ʉ̟ː->øː,ʉ̟ː,øː
South,42.96691590981119,-11.353542847868301,-4.107539830663718,-10.904732271617803,-4.958799113148716,0.9623270230909955,-62.20039650387088,ʉ̟ː->øː,ʉ̟ː,øː
