region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,-12.874192595819059,-3.8318935547570363,-11.439016179018203,-3.8573457914000775,1.4354020912941001,-1.0160095053534397,yː->ʉ̟ː,yː,ʉ̟ː
Centre,114.57844242616318,-12.464442103828816,-3.9550455386991645,-11.555647620919393,-4.10314218828173,0.9207822922842221,-9.255531703294825,yː->ʉ̟ː,yː,ʉ̟ː
South,42.96691590981119,-12.314182096337085,-4.1798718982769,-11.353542847868301,-4.107539830663718,0.9633585488819143,4.306004284596834,yː->ʉ̟ː,yː,ʉ̟ː
