village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
oxaback,71.0,468.0,69.28443627964162,South,-10.8156612715,-3.924050438345,-11.3728794326,-4.68656668783
pitea,233.0,141.0,419.15398879796567,North,-11.8000881786,-3.91931914894,-11.634616294299999,-4.98410560537
ragunda,145.0,241.0,305.5896736367263,North,-11.2276940705,-4.20117647059,-10.4524096386,-5.51840379297
rimforsa,134.0,437.0,110.59203999318285,Centre,-11.624312119399999,-4.39884144166,-10.0716101172,-5.62449685535
s_finnskoga,74.0,333.0,202.8121429239692,North,-11.59352960565,-4.06500337779,-11.3389707137,-5.14258708665
s_mellosa,129.0,395.0,151.12029911541478,Centre,-11.6672080089,-4.14537489469,-10.8155005506,-5.61637436099
segerstad,153.0,510.0,41.911420243744836,South,-11.60585986285,-4.032347021815,-11.494518852,-4.71758719737
skee,42.0,404.0,127.38890525392424,Centre,-11.236035198949999,-3.5959412765499996,-11.2578048455,-4.68657398054
skinnskatteberg,135.0,371.0,175.79252338443186,North,-11.1453780938,-3.745710126545,-10.519446107275,-5.0013737989125
skog,157.0,317.0,232.75723014860148,North,-11.6712705032,-4.25669740151,-11.279257779,-5.21883767535
skuttunge,171.0,364.0,188.8401092599555,North,-11.4859953781,-3.77688330361,-10.881349729450001,-5.082900947695
sorsele,166.0,143.0,405.736623807046,North,-12.00798590685,-3.8860213280525002,-11.665136521425,-5.25885557338
sorunda,181.0,406.0,149.16608670177132,Centre,-11.413273554775,-4.0947738735425006,-10.952781279924999,-5.759170059625
st_anna,157.0,436.0,115.50682570414243,Centre,-11.823837365974999,-4.3272935720375,-10.063393531185,-5.6203014831499996
stenberga,128.0,474.0,73.11094801174586,South,-11.343216530500001,-3.79493367565,-11.2706883748,-4.70873563218
storsjo,87.0,251.0,285.8275543303726,North,-11.6059983245,-4.01805600295,-9.345521327985,-4.65547325103
strom,132.0,211.0,332.92758406040195,North,-11.8864938922,-3.571426424275,-9.38102294914,-4.78374219741
tjallmo,128.0,416.0,130.2582039594654,Centre,-11.35297896315,-4.275003461635,-10.225126795,-5.4690562503599995
torhamn,135.0,521.0,27.997895933433075,South,-12.4032845537,-3.9002725724,-11.5813706294,-5.2103895556849995
torp,145.0,265.0,281.9425332445665,North,-11.842290504825002,-3.80917196072,-11.412771902475,-5.4283740423525
torsas,144.0,504.0,46.285579526498864,South,-11.875504386,-4.00462908012,-11.4965983852,-5.04435556862
torso,95.0,414.0,126.59083766943033,Centre,-11.691099364500001,-3.9430808188100004,-11.4192106059,-4.628610977415001
v_vingaker,139.0,402.0,145.93168962913032,Centre,-11.69758778585,-3.96169229992,-10.756324586649999,-5.12557165862
vackelsang,116.0,500.0,45.44304483319151,South,-11.055430652550001,-4.2563840493,-11.4192533937,-4.3257061654
vaxtorp,78.0,504.0,35.00965688106874,South,-12.2765524872,-4.10801687764,-11.2061044177,-5.15108966626
vemdalen,102.0,266.0,273.610801277416,North,-10.6964887307,-3.7756745182,-9.47552286537,-5.0228802589
viby,116.0,402.0,142.0022014345107,Centre,-11.518589109,-4.404424457415001,-10.888995291699999,-5.966807789904999
vilhelmina,152.0,178.0,368.85934835581264,North,-11.8952203668,-3.64968130922,-11.64685138555,-4.5616275081249995
villberga,166.0,379.0,173.2064099508079,North,-11.2363126253,-4.03292125318,-10.838436427049999,-5.36136942675
