pair,vowel,pair_member,response,n_villages,r2,overall_f,overall_p,nonlinearity_f,nonlinearity_p
ʉ̟ː->øː,ʉ̟ː,first,first_x,74,0.1526862388211475,4.2046749020930365,0.008567290281067981,2.6923049232132517,0.07473726462933195
ʉ̟ː->øː,ʉ̟ː,first,first_y,74,0.1421974754394204,3.86795445173834,0.012787412561994593,0.8268930493056934,0.4416328783455453
ʉ̟ː->øː,øː,second,second_x,74,0.0988768751582032,2.560279526096708,0.06183633785022909,3.157972759595922,0.048629104826351
ʉ̟ː->øː,øː,second,second_y,74,0.06770627776327964,1.6945444446623887,0.17608202027448383,2.368656118642801,0.10106941762057961
