pair,vowel,pair_member,response,n_villages,r2,overall_f,overall_p,nonlinearity_f,nonlinearity_p
æː->eː,æː,first,first_x,74,0.029219306769550646,0.7023046805289165,0.5538306638840289,0.9125230549695398,0.40623227879437496
æː->eː,æː,first,first_y,74,0.10904277353308911,2.855727869819621,0.04322557977762126,1.9644530492554246,0.14788754374038443
æː->eː,eː,second,second_x,74,0.11723642813335289,3.098810081911872,0.03221457980034203,3.649085987558556,0.031081973171531455
æː->eː,eː,second,second_y,74,0.2809484545999351,9.116820598748363,3.5868357589686367e-05,13.201537550182472,1.3653699527607771e-05
