region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,-7.19950871088264,-3.8380581827754443,-7.2084046692245405,-4.528578856047559,0.690577974084748,-90.73809907760375,uː->oː,uː,oː
Centre,114.57844242616318,-7.318858253009283,-3.997503113057148,-6.85258195060022,-4.2425688731657925,0.5267549876041956,-27.72554291974241,uː->oː,uː,oː
South,42.96691590981119,-8.910425636791226,-4.258252445857684,-8.017063179112965,-4.700946073413207,0.9970326617855664,-26.360090336418573,uː->oː,uː,oː
