village,geo_x,geo_y,geo_position,geographic_group,first_x,first_y,second_x,second_y
sorunda,181.0,406.0,149.16608670177132,Centre,-12.518290840475,-3.6980571638725,-11.413273554775,-4.0947738735425006
st_anna,157.0,436.0,115.50682570414243,Centre,-12.84066321005,-4.145373167355,-11.823837365974999,-4.3272935720375
stenberga,128.0,474.0,73.11094801174586,South,-12.3785185185,-4.08929054054,-11.343216530500001,-3.79493367565
storsjo,87.0,251.0,285.8275543303726,North,-13.535008489,-3.85251387111,-11.6059983245,-4.01805600295
strom,132.0,211.0,332.92758406040195,North,-13.52108122605,-3.69695558586,-11.8864938922,-3.571426424275
tjallmo,128.0,416.0,130.2582039594654,Centre,-12.9683592126,-4.070528576955,-11.35297896315,-4.275003461635
torhamn,135.0,521.0,27.997895933433075,South,-13.0471619239,-4.0517428088,-12.4032845537,-3.9002725724
torp,145.0,265.0,281.9425332445665,North,-12.574418518875,-3.9156723381275,-11.842290504825002,-3.80917196072
torsas,144.0,504.0,46.285579526498864,South,-12.38888652895,-3.76603256213,-11.875504386,-4.00462908012
torso,95.0,414.0,126.59083766943033,Centre,-13.3210270186,-3.635051738995,-11.691099364500001,-3.9430808188100004
v_vingaker,139.0,402.0,145.93168962913032,Centre,-13.32600315455,-3.99518235793,-11.69758778585,-3.96169229992
vackelsang,116.0,500.0,45.44304483319151,South,-11.9852230686,-4.325660178435,-11.055430652550001,-4.2563840493
vaxtorp,78.0,504.0,35.00965688106874,South,-12.8407161125,-4.21044939101,-12.2765524872,-4.10801687764
vemdalen,102.0,266.0,273.610801277416,North,-12.8886646279,-4.16400673401,-10.6964887307,-3.7756745182
viby,116.0,402.0,142.0022014345107,Centre,-12.033413795274999,-3.9262942746125002,-11.518589109,-4.404424457415001
vilhelmina,152.0,178.0,368.85934835581264,North,-13.0237941473,-3.67888172043,-11.8952203668,-3.64968130922
villberga,166.0,379.0,173.2064099508079,North,-13.3090213027,-4.112526852445001,-11.2363126253,-4.03292125318
