region_marker,geographic_position,first_x,first_y,second_x,second_y,pair_length,directed_angle_from_horizontal_deg,pair,first_vowel,second_vowel
North,255.41444457498878,-8.032767064802195,-5.514499722473013,-11.92701607633894,-5.945219072423701,3.917996238165226,-173.68851328024306,ɑː->æː,ɑː,æː
Centre,114.57844242616318,-8.007064469495031,-5.479636197313883,-11.998189353331762,-5.899030419325151,4.013099718651057,-174.00127658385978,ɑː->æː,ɑː,æː
South,42.96691590981119,-8.326391780007265,-5.52023881109753,-11.866091101994567,-5.932121171726816,3.5635822382926587,-173.36286325264058,ɑː->æː,ɑː,æː
